id,neutrino,E,A,nBorF,Z,aBorF,E1,A1,nBorF1,Z1,aBorF1,E2,A2,nBorF2,Z2,aBorF2,MeV
1265,right,Yb,170,b,70,b,N,15,f,7,b,Gd,155,f,64,f,11.347459
1266,none,Yb,170,b,70,b,O,16,b,8,b,Sm,154,b,62,b,16.725000
1267,right,Yb,170,b,70,b,O,17,f,8,f,Eu,153,f,63,b,13.866219
1268,none,Yb,170,b,70,b,O,18,b,8,b,Sm,152,b,62,b,15.118100
1269,none,Yb,170,b,70,b,Ne,20,b,10,b,Nd,150,b,60,b,20.239500
1270,none,Yb,170,b,70,b,Ne,22,b,10,b,Nd,148,b,60,b,25.164300
1271,right,Yb,170,b,70,b,S,33,f,16,f,Cs,137,f,55,b,52.721633
1272,none,Yb,170,b,70,b,S,34,b,16,b,Xe,136,b,54,b,55.697800
1273,none,Yb,170,b,70,b,Ar,40,b,18,b,Te,130,b,52,b,61.288600
1274,right,Yb,170,b,70,b,K,40,b,19,f,Te,130,b,52,b,59.775837
1275,none,Yb,170,b,70,b,Ca,46,b,20,b,Sn,124,b,50,b,70.747900
1276,none,Yb,170,b,70,b,Ca,48,b,20,b,Sn,122,b,50,b,73.687700
1277,none,Yb,171,f,70,f,He,4,b,2,b,Er,167,f,68,f,1.701800
1278,left,Yb,171,f,70,f,B,11,f,5,b,Gd,160,b,64,b,0.051234
1279,right,Yb,171,f,70,f,B,11,f,5,b,Dy,160,b,66,b,2.184352
1280,right,Yb,171,f,70,f,C,12,b,6,b,Tb,159,f,65,b,10.740125
1281,none,Yb,171,f,70,f,C,13,f,6,f,Gd,158,b,64,b,8.407700
1282,right,Yb,171,f,70,f,N,14,b,7,f,Gd,157,f,64,f,8.661030
1283,right,Yb,171,f,70,f,N,15,f,7,b,Gd,156,b,64,b,13.294282
1284,none,Yb,171,f,70,f,O,17,f,8,f,Sm,154,b,62,b,14.285400
1285,right,Yb,171,f,70,f,O,18,b,8,b,Eu,153,f,63,b,15.332391
1286,right,Yb,171,f,70,f,F,19,f,9,b,Sm,152,b,62,b,17.311816
1287,none,Yb,171,f,70,f,Ne,21,f,10,f,Nd,150,b,60,b,20.419300
1288,right,Yb,171,f,70,f,Na,23,f,11,b,Nd,148,b,60,b,28.156270
1289,right,Yb,171,f,70,f,S,34,b,16,b,Cs,137,f,55,b,57.561676
1290,right,Yb,171,f,70,f,Cl,35,f,17,b,Xe,136,b,54,b,56.265968
1291,right,Yb,171,f,70,f,Cl,37,f,17,b,Xe,134,b,54,b,60.720372
1292,right,Yb,171,f,70,f,K,41,f,19,b,Te,130,b,52,b,63.290365
1293,right,Yb,171,f,70,f,Ca,48,b,20,b,Sb,123,f,51,b,74.488787
1294,none,Yb,172,b,70,b,He,4,b,2,b,Er,168,b,68,b,1.469000
1295,right,Yb,172,b,70,b,B,11,f,5,b,Dy,161,f,66,f,0.610127
1296,none,Yb,172,b,70,b,C,12,b,6,b,Gd,160,b,64,b,8.793300
1297,right,Yb,172,b,70,b,C,13,f,6,f,Tb,159,f,65,b,7.690413
1298,right,Yb,172,b,70,b,N,14,b,7,f,Gd,158,b,64,b,8.586511
1299,right,Yb,172,b,70,b,N,15,f,7,b,Gd,157,f,64,f,11.654852
1300,none,Yb,172,b,70,b,O,18,b,8,b,Sm,154,b,62,b,14.335700
1301,none,Yb,172,b,70,b,Ne,22,b,10,b,Nd,150,b,60,b,22.789000
1302,none,Yb,172,b,70,b,Ca,48,b,20,b,Sn,124,b,50,b,73.548000
1303,right,Yb,173,f,70,f,He,4,b,2,b,Tm,169,f,69,b,1.254721
1304,right,Yb,173,f,70,f,B,11,f,5,b,Dy,162,b,66,b,2.352021
1305,none,Yb,173,f,70,f,C,13,f,6,f,Gd,160,b,64,b,7.289900
1306,right,Yb,173,f,70,f,N,15,f,7,b,Gd,158,b,64,b,13.126613
1307,right,Yb,173,f,70,f,F,19,f,9,b,Sm,154,b,62,b,16.659770
1308,right,Yb,173,f,70,f,Na,23,f,11,b,Nd,150,b,60,b,25.911369
1309,right,Yb,173,f,70,f,Cl,37,f,17,b,Xe,136,b,54,b,60.717578
1310,none,Yb,174,b,70,b,He,4,b,2,b,Er,170,b,68,b,0.844900
1311,right,Yb,174,b,70,b,B,11,f,5,b,Dy,163,f,66,f,1.252858
1312,right,Yb,174,b,70,b,N,14,b,7,f,Gd,160,b,64,b,8.064874
1313,right,Lu,175,f,71,b,He,4,b,2,b,Yb,171,f,70,f,1.683208
1314,none,Lu,175,f,71,b,B,11,f,5,b,Dy,164,b,66,b,2.566300
1315,right,Lu,175,f,71,b,C,12,b,6,b,Dy,163,f,66,f,11.662304
1316,right,Lu,175,f,71,b,C,13,f,6,f,Dy,162,b,66,b,10.307912
1317,none,Lu,175,f,71,b,N,15,f,7,b,Gd,160,b,64,b,12.726100
1318,right,Lu,175,f,71,b,O,17,f,8,f,Gd,158,b,64,b,16.446458
1319,right,Lu,175,f,71,b,O,18,b,8,b,Gd,157,f,64,f,16.571278
1320,right,Lu,175,f,71,b,Ne,21,f,10,f,Sm,154,b,62,b,23.316227
1321,right,Lu,175,f,71,b,Mg,25,f,12,f,Nd,150,b,60,b,31.987505
1322,left,Lu,176,b,71,f,nu,0,b,0,b,Yb,176,b,70,b,0.000002
1323,right,Lu,176,b,71,f,nu,0,b,0,b,Hf,176,b,72,b,1.015327
1324,right,Lu,176,b,71,f,He,4,b,2,b,Yb,172,b,70,b,3.331952
1325,right,Lu,176,b,71,f,B,11,f,5,b,Ho,165,f,67,b,2.920232
1326,right,Lu,176,b,71,f,C,12,b,6,b,Dy,164,b,66,b,12.957081
1327,right,Lu,176,b,71,f,C,13,f,6,f,Dy,163,f,66,f,10.261337
1328,right,Lu,176,b,71,f,O,16,b,8,b,Gd,160,b,64,b,19.286583
1329,right,Lu,176,b,71,f,O,18,b,8,b,Gd,158,b,64,b,18.145503
1330,right,Lu,176,b,71,f,Ne,22,b,10,b,Sm,154,b,62,b,27.334692
1331,right,Lu,176,b,71,f,Mg,26,b,12,b,Nd,150,b,60,b,36.737194
1332,right,Lu,176,b,71,f,Ar,40,b,18,b,Xe,136,b,54,b,68.124819
1333,right,Lu,176,b,71,f,Ca,46,b,20,b,Te,130,b,52,b,76.709469
1334,right,Lu,176,b,71,f,Ca,48,b,20,b,Te,128,b,52,b,79.798303
1335,none,Hf,174,b,72,b,He,4,b,2,b,Yb,170,b,70,b,2.586800
1336,left,Hf,174,b,72,b,B,11,f,5,b,Dy,163,f,66,f,2.407914
1337,none,Hf,174,b,72,b,C,12,b,6,b,Dy,162,b,66,b,12.845300
1338,none,Hf,174,b,72,b,C,13,f,6,f,Dy,161,f,66,f,9.600000
1339,left,Hf,174,b,72,b,N,14,b,7,f,Gd,160,b,64,b,9.219931
1340,right,Hf,174,b,72,b,N,14,b,7,f,Dy,160,b,66,b,11.353048
1341,none,Hf,174,b,72,b,N,15,f,7,b,Tb,159,f,65,b,14.160600
1342,none,Hf,174,b,72,b,O,16,b,8,b,Gd,158,b,64,b,19.789600
1343,none,Hf,174,b,72,b,O,17,f,8,f,Gd,157,f,64,f,16.008700
1344,none,Hf,174,b,72,b,O,18,b,8,b,Gd,156,b,64,b,17.698400
1345,right,Hf,174,b,72,b,F,19,f,9,b,Gd,155,f,64,f,17.945232
1346,none,Hf,174,b,72,b,Ne,20,b,10,b,Sm,154,b,62,b,24.040000
1347,right,Hf,174,b,72,b,Ne,21,f,10,f,Eu,153,f,63,b,23.800604
1348,none,Hf,174,b,72,b,Ne,22,b,10,b,Sm,152,b,62,b,27.372000
1349,none,Hf,174,b,72,b,Mg,24,b,12,b,Nd,150,b,60,b,32.141200
1350,none,Hf,174,b,72,b,Mg,26,b,12,b,Nd,148,b,60,b,38.367300
1351,none,Hf,174,b,72,b,Cl,37,f,17,b,Cs,137,f,55,b,62.916800
1352,right,Hf,174,b,72,b,Cl,37,f,17,b,Ba,137,f,56,f,64.090518
1353,none,Hf,174,b,72,b,Ar,38,b,18,b,Xe,136,b,54,b,65.497100
1354,none,Hf,174,b,72,b,Ar,40,b,18,b,Xe,134,b,54,b,67.512800
1355,right,Hf,174,b,72,b,K,40,b,19,f,Xe,134,b,54,b,66.000081
1356,none,Hf,174,b,72,b,Ca,44,b,20,b,Te,130,b,52,b,72.721700
1357,none,Hf,174,b,72,b,Ca,46,b,20,b,Te,128,b,52,b,76.253000
1358,none,Hf,174,b,72,b,Ca,48,b,20,b,Te,126,b,52,b,78.855600
1359,none,Hf,174,b,72,b,Ti,50,b,22,b,Sn,124,b,50,b,84.048700
1360,right,Hf,174,b,72,b,V,50,b,23,f,Sn,124,b,50,b,81.836412
1361,none,Hf,176,b,72,b,He,4,b,2,b,Yb,172,b,70,b,2.316600
1362,none,Hf,176,b,72,b,B,11,f,5,b,Ho,165,f,67,b,1.904900
1363,none,Hf,176,b,72,b,C,12,b,6,b,Dy,164,b,66,b,11.941800
1364,none,Hf,176,b,72,b,C,13,f,6,f,Dy,163,f,66,f,9.246000
1365,right,Hf,176,b,72,b,N,14,b,7,f,Dy,162,b,66,b,11.120175
1366,right,Hf,176,b,72,b,N,15,f,7,b,Dy,161,f,66,f,13.918383
1367,none,Hf,176,b,72,b,O,16,b,8,b,Gd,160,b,64,b,18.271300
1368,right,Hf,176,b,72,b,O,17,f,8,f,Tb,159,f,65,b,16.362623
1369,none,Hf,176,b,72,b,O,18,b,8,b,Gd,158,b,64,b,17.130200
1370,right,Hf,176,b,72,b,F,19,f,9,b,Gd,157,f,64,f,17.982492
1371,none,Hf,176,b,72,b,Ne,22,b,10,b,Sm,154,b,62,b,26.319400
1372,none,Hf,176,b,72,b,Mg,26,b,12,b,Nd,150,b,60,b,35.721900
1373,none,Hf,176,b,72,b,Ar,40,b,18,b,Xe,136,b,54,b,67.109500
1374,right,Hf,176,b,72,b,K,40,b,19,f,Xe,136,b,54,b,65.596744
1375,none,Hf,176,b,72,b,Ca,46,b,20,b,Te,130,b,52,b,75.694100
1376,none,Hf,176,b,72,b,Ca,48,b,20,b,Te,128,b,52,b,78.783000
1377,none,Hf,177,f,72,f,He,4,b,2,b,Yb,173,f,70,f,2.400500
1378,right,Hf,177,f,72,f,B,11,f,5,b,Er,166,b,68,b,3.516388
1379,right,Hf,177,f,72,f,C,12,b,6,b,Ho,165,f,67,b,12.277090
1380,none,Hf,177,f,72,f,C,13,f,6,f,Dy,164,b,66,b,10.522200
1381,right,Hf,177,f,72,f,N,14,b,7,f,Dy,163,f,66,f,11.054970
1382,right,Hf,177,f,72,f,N,15,f,7,b,Dy,162,b,66,b,15.744111
1383,none,Hf,177,f,72,f,O,17,f,8,f,Gd,160,b,64,b,16.045900
1384,right,Hf,177,f,72,f,O,18,b,8,b,Tb,159,f,65,b,18.043039
1385,right,Hf,177,f,72,f,F,19,f,9,b,Gd,158,b,64,b,19.538087
1386,right,Hf,177,f,72,f,Na,23,f,11,b,Sm,154,b,62,b,29.525566
1387,right,Hf,177,f,72,f,Al,27,f,13,b,Nd,150,b,60,b,38.410157
1388,right,Hf,177,f,72,f,Ar,40,b,18,b,Cs,137,f,55,b,69.187654
1389,right,Hf,177,f,72,f,K,41,f,19,b,Xe,136,b,54,b,69.325515
1390,none,Hf,178,b,72,b,He,4,b,2,b,Yb,174,b,70,b,2.093100
1391,right,Hf,178,b,72,b,B,11,f,5,b,Er,167,f,68,f,2.342706
1392,right,Hf,178,b,72,b,C,13,f,6,f,Ho,165,f,67,b,9.516142
1393,right,Hf,178,b,72,b,N,14,b,7,f,Dy,164,b,66,b,10.989765
1394,right,Hf,178,b,72,b,N,15,f,7,b,Dy,163,f,66,f,14.337555
1395,none,Hf,178,b,72,b,O,18,b,8,b,Gd,160,b,64,b,16.385000
1396,none,Hf,178,b,72,b,Ca,48,b,20,b,Te,130,b,52,b,78.997200
1397,right,Hf,179,f,72,f,He,4,b,2,b,Lu,175,f,71,b,2.353884
1398,right,Hf,179,f,72,f,B,11,f,5,b,Er,168,b,68,b,4.038025
1399,right,Hf,179,f,72,f,N,15,f,7,b,Dy,164,b,66,b,15.911780
1400,right,Hf,179,f,72,f,F,19,f,9,b,Gd,160,b,64,b,19.090970
1401,none,Hf,180,b,72,b,He,4,b,2,b,Yb,176,b,70,b,1.366500
1402,right,Hf,180,b,72,b,He,4,b,2,b,Lu,176,b,71,f,1.366500
1403,left,Ta,180,b,73,f,nu,0,b,0,b,Hf,180,b,72,b,0.661363
1404,left,Ta,180,b,73,f,He,4,b,2,b,Yb,176,b,70,b,2.027865
1405,none,Ta,180,b,73,f,He,4,b,2,b,Lu,176,b,71,f,2.027900
1406,right,Ta,180,b,73,f,He,4,b,2,b,Hf,176,b,72,b,3.043189
1407,right,Ta,180,b,73,f,B,11,f,5,b,Tm,169,f,69,b,3.600223
1408,right,Ta,180,b,73,f,C,12,b,6,b,Er,168,b,68,b,14.102819
1409,right,Ta,180,b,73,f,C,13,f,6,f,Er,167,f,68,f,11.285981
1410,right,Ta,180,b,73,f,N,15,f,7,b,Ho,165,f,67,b,15.939725
1411,right,Ta,180,b,73,f,O,16,b,8,b,Dy,164,b,66,b,22.146270
1412,right,Ta,180,b,73,f,O,17,f,8,f,Dy,163,f,66,f,18.644784
1413,right,Ta,180,b,73,f,O,18,b,8,b,Dy,162,b,66,b,20.390404
1414,right,Ta,180,b,73,f,Ne,20,b,10,b,Gd,160,b,64,b,26.042710
1415,right,Ta,180,b,73,f,Ne,22,b,10,b,Gd,158,b,64,b,29.840411
1416,right,Ta,180,b,73,f,Mg,26,b,12,b,Sm,154,b,62,b,39.978793
1417,right,Ta,180,b,73,f,Si,30,b,14,b,Nd,150,b,60,b,49.414829
1418,right,Ta,180,b,73,f,Ca,44,b,20,b,Xe,136,b,54,b,78.999081
1419,right,Ta,180,b,73,f,Ca,46,b,20,b,Xe,134,b,54,b,82.374816
1420,right,Ta,180,b,73,f,Ca,48,b,20,b,Xe,132,b,54,b,84.761304
1421,right,Ta,180,b,73,f,Ti,50,b,22,b,Te,130,b,52,b,89.451376
1422,right,Ta,181,f,73,b,He,4,b,2,b,Hf,177,f,72,f,1.767042
1423,none,Ta,181,f,73,b,B,11,f,5,b,Er,170,b,68,b,2.948200
1424,right,Ta,181,f,73,b,C,13,f,6,f,Er,168,b,68,b,11.407075
1425,right,Ta,181,f,73,b,O,17,f,8,f,Dy,164,b,66,b,18.644784
1426,right,Ta,181,f,73,b,O,18,b,8,b,Dy,163,f,66,f,19.049052
1427,right,Ta,181,f,73,b,Ne,21,f,10,f,Gd,160,b,64,b,25.160585
1428,left,W,180,b,74,b,He,4,b,2,b,Lu,176,b,71,f,1.524858
1429,none,W,180,b,74,b,He,4,b,2,b,Hf,176,b,72,b,2.540200
1430,none,W,180,b,74,b,B,11,f,5,b,Tm,169,f,69,b,3.097200
1431,none,W,180,b,74,b,C,12,b,6,b,Er,168,b,68,b,13.599800
1432,none,W,180,b,74,b,C,13,f,6,f,Er,167,f,68,f,10.783000
1433,right,W,180,b,74,b,N,14,b,7,f,Er,166,b,68,b,12.424266
1434,none,W,180,b,74,b,N,15,f,7,b,Ho,165,f,67,b,15.436700
1435,none,W,180,b,74,b,O,16,b,8,b,Dy,164,b,66,b,21.643300
1436,none,W,180,b,74,b,O,17,f,8,f,Dy,163,f,66,f,18.141800
1437,none,W,180,b,74,b,O,18,b,8,b,Dy,162,b,66,b,19.887400
1438,right,W,180,b,74,b,F,19,f,9,b,Dy,161,f,66,f,20.469581
1439,none,W,180,b,74,b,Ne,20,b,10,b,Gd,160,b,64,b,25.539700
1440,right,W,180,b,74,b,Ne,21,f,10,f,Tb,159,f,65,b,26.250433
1441,none,W,180,b,74,b,Ne,22,b,10,b,Gd,158,b,64,b,29.337400
1442,right,W,180,b,74,b,Na,23,f,11,b,Gd,157,f,64,f,30.988012
1443,none,W,180,b,74,b,Mg,26,b,12,b,Sm,154,b,62,b,39.475800
1444,none,W,180,b,74,b,Si,30,b,14,b,Nd,150,b,60,b,48.911800
1445,right,W,180,b,74,b,Ca,43,f,20,f,Cs,137,f,55,b,75.804988
1446,none,W,180,b,74,b,Ca,44,b,20,b,Xe,136,b,54,b,78.496100
1447,none,W,180,b,74,b,Ca,46,b,20,b,Xe,134,b,54,b,81.871800
1448,none,W,180,b,74,b,Ca,48,b,20,b,Xe,132,b,54,b,84.258300
1449,none,W,180,b,74,b,Ti,50,b,22,b,Te,130,b,52,b,88.948400
1450,right,W,180,b,74,b,V,50,b,23,f,Te,130,b,52,b,86.736071
1451,none,W,182,b,74,b,He,4,b,2,b,Hf,178,b,72,b,1.673900
1452,right,W,182,b,74,b,B,11,f,5,b,Yb,171,f,70,f,2.314761
1453,none,W,182,b,74,b,C,12,b,6,b,Er,170,b,68,b,11.885900
1454,right,W,182,b,74,b,C,13,f,6,f,Tm,169,f,69,b,9.842165
1455,right,W,182,b,74,b,N,14,b,7,f,Er,168,b,68,b,11.781535
1456,right,W,182,b,74,b,N,15,f,7,b,Er,167,f,68,f,15.008231
1457,right,W,182,b,74,b,O,17,f,8,f,Ho,165,f,67,b,17.545621
1458,none,W,182,b,74,b,O,18,b,8,b,Dy,164,b,66,b,18.890700
1459,right,W,182,b,74,b,F,19,f,9,b,Dy,163,f,66,f,20.022464
1460,none,W,182,b,74,b,Ne,22,b,10,b,Gd,160,b,64,b,27.725900
1461,none,W,182,b,74,b,Ca,46,b,20,b,Xe,136,b,54,b,81.375300
1462,none,W,182,b,74,b,Ca,48,b,20,b,Xe,134,b,54,b,84.308600
1463,none,W,183,f,74,f,He,4,b,2,b,Hf,179,f,72,f,1.552800
1464,right,W,183,f,74,f,B,11,f,5,b,Yb,172,b,70,b,4.121859
1465,none,W,183,f,74,f,C,13,f,6,f,Er,170,b,68,b,10.643300
1466,right,W,183,f,74,f,N,15,f,7,b,Er,168,b,68,b,16.582456
1467,right,W,183,f,74,f,O,18,b,8,b,Ho,165,f,67,b,19.403020
1468,right,W,183,f,74,f,F,19,f,9,b,Dy,164,b,66,b,21.475594
1469,right,W,183,f,74,f,Na,23,f,11,b,Gd,160,b,64,b,31.109106
1470,right,W,183,f,74,f,Ca,46,b,20,b,Cs,137,f,55,b,83.630470
1471,none,W,184,b,74,b,He,4,b,2,b,Hf,180,b,72,b,1.469000
1472,right,W,184,b,74,b,He,4,b,2,b,Ta,180,b,73,f,0.807603
1473,right,W,184,b,74,b,B,11,f,5,b,Yb,173,f,70,f,3.153106
1474,right,W,184,b,74,b,N,14,b,7,f,Er,170,b,68,b,11.399623
1475,none,W,184,b,74,b,Ca,48,b,20,b,Xe,136,b,54,b,85.144100
1476,none,Re,185,f,75,b,He,4,b,2,b,Ta,181,f,73,b,2.270100
1477,none,Re,185,f,75,b,B,11,f,5,b,Yb,174,b,70,b,4.373400
1478,right,Re,185,f,75,b,C,12,b,6,b,Yb,173,f,70,f,13.711591
1479,right,Re,185,f,75,b,C,13,f,6,f,Yb,172,b,70,b,12.208160
1480,none,Re,185,f,75,b,N,15,f,7,b,Er,170,b,68,b,16.209900
1481,right,Re,185,f,75,b,O,17,f,8,f,Er,168,b,68,b,20.032710
1482,right,Re,185,f,75,b,O,18,b,8,b,Er,167,f,68,f,20.315884
1483,right,Re,185,f,75,b,Ne,21,f,10,f,Dy,164,b,66,b,28.262460
1484,right,Re,185,f,75,b,Ne,22,b,10,b,Dy,163,f,66,f,30.986149
1485,right,Re,185,f,75,b,Mg,25,f,12,f,Gd,160,b,64,b,37.315652
1486,none,Re,185,f,75,b,Ca,48,b,20,b,Cs,137,f,55,b,87.408600
1487,right,Re,185,f,75,b,Ca,48,b,20,b,Ba,137,f,56,f,88.582292
1488,right,Re,185,f,75,b,Ti,49,f,22,f,Xe,136,b,54,b,91.223078
1489,right,Re,187,f,75,b,nu,0,b,0,b,Os,187,f,76,f,0.000002
1490,right,Re,187,f,75,b,He,4,b,2,b,W,183,f,74,f,2.856890
1491,none,Re,187,f,75,b,B,11,f,5,b,Yb,176,b,70,b,3.646800
1492,right,Re,187,f,75,b,B,11,f,5,b,Lu,176,b,71,f,3.646797
1493,right,Re,187,f,75,b,C,13,f,6,f,Yb,174,b,70,b,12.655277
1494,right,Re,187,f,75,b,O,17,f,8,f,Er,170,b,68,b,19.855726
1495,left,Os,184,b,76,b,He,4,b,2,b,Ta,180,b,73,f,2.270053
1496,none,Os,184,b,76,b,He,4,b,2,b,W,180,b,74,b,2.773100
1497,left,Os,184,b,76,b,B,10,b,5,f,Yb,174,b,70,b,0.559830
1498,left,Os,184,b,76,b,B,11,f,5,b,Yb,173,f,70,f,4.615555
1499,none,Os,184,b,76,b,C,12,b,6,b,Yb,172,b,70,b,14.903900
1500,none,Os,184,b,76,b,C,13,f,6,f,Yb,171,f,70,f,11.854200
1501,left,Os,184,b,76,b,N,14,b,7,f,Er,170,b,68,b,12.862073
1502,right,Os,184,b,76,b,N,14,b,7,f,Yb,170,b,70,b,13.448910
1503,none,Os,184,b,76,b,N,15,f,7,b,Tm,169,f,69,b,16.861900
1504,none,Os,184,b,76,b,O,16,b,8,b,Er,168,b,68,b,23.534200
1505,none,Os,184,b,76,b,O,17,f,8,f,Er,167,f,68,f,19.911600
1506,none,Os,184,b,76,b,O,18,b,8,b,Er,166,b,68,b,21.424400
1507,none,Os,184,b,76,b,F,19,f,9,b,Ho,165,f,67,b,22.220800
1508,none,Os,184,b,76,b,Ne,20,b,10,b,Dy,164,b,66,b,29.144600
1509,none,Os,184,b,76,b,Ne,21,f,10,f,Dy,163,f,66,f,28.262500
1510,none,Os,184,b,76,b,Ne,22,b,10,b,Dy,162,b,66,b,32.327500
1511,right,Os,184,b,76,b,Na,23,f,11,b,Dy,161,f,66,f,33.707975
1512,none,Os,184,b,76,b,Mg,24,b,12,b,Gd,160,b,64,b,37.627700
1513,right,Os,184,b,76,b,Mg,25,f,12,f,Tb,159,f,65,b,38.908507
1514,none,Os,184,b,76,b,Mg,26,b,12,b,Gd,158,b,64,b,42.726700
1515,right,Os,184,b,76,b,Al,27,f,13,b,Gd,157,f,64,f,43.859398
1516,none,Os,184,b,76,b,Si,30,b,14,b,Sm,154,b,62,b,52.898600
1517,none,Os,184,b,76,b,S,34,b,16,b,Nd,150,b,60,b,59.601600
1518,none,Os,184,b,76,b,Ca,46,b,20,b,Ba,138,b,56,b,87.431000
1519,right,Os,184,b,76,b,Ca,46,b,20,b,La,138,b,57,f,85.754276
1520,none,Os,184,b,76,b,Ca,48,b,20,b,Ba,136,b,56,b,89.271600
1521,right,Os,184,b,76,b,Ti,47,f,22,f,Cs,137,f,55,b,87.543677
1522,none,Os,184,b,76,b,Ti,48,b,22,b,Xe,136,b,54,b,90.719100
1523,none,Os,184,b,76,b,Ti,50,b,22,b,Xe,134,b,54,b,95.358900
1524,right,Os,184,b,76,b,V,50,b,23,f,Xe,134,b,54,b,93.146614
1525,none,Os,184,b,76,b,Cr,54,b,24,b,Te,130,b,52,b,99.652200
1526,right,Os,184,b,76,b,Co,60,b,27,f,Sn,124,b,50,b,105.737619
1527,none,Os,186,b,76,b,He,4,b,2,b,W,182,b,74,b,2.856900
1528,none,Os,186,b,76,b,B,11,f,5,b,Lu,175,f,71,b,3.488400
1529,none,Os,186,b,76,b,C,12,b,6,b,Yb,174,b,70,b,13.897900
1530,none,Os,186,b,76,b,C,13,f,6,f,Yb,173,f,70,f,11.444300
1531,right,Os,186,b,76,b,N,14,b,7,f,Yb,172,b,70,b,13.169462
1532,right,Os,186,b,76,b,N,15,f,7,b,Yb,171,f,70,f,16.163284
1533,none,Os,186,b,76,b,O,16,b,8,b,Er,170,b,68,b,21.904100
1534,right,Os,186,b,76,b,O,17,f,8,f,Tm,169,f,69,b,19.054641
1535,none,Os,186,b,76,b,O,18,b,8,b,Er,168,b,68,b,20.865500
1536,right,Os,186,b,76,b,F,19,f,9,b,Er,167,f,68,f,21.876137
1537,right,Os,186,b,76,b,Ne,21,f,10,f,Ho,165,f,67,b,27.750139
1538,none,Os,186,b,76,b,Ne,22,b,10,b,Dy,164,b,66,b,31.414600
1539,right,Os,186,b,76,b,Na,23,f,11,b,Dy,163,f,66,f,33.344692
1540,none,Os,186,b,76,b,Mg,26,b,12,b,Gd,160,b,64,b,41.199100
1541,none,Os,186,b,76,b,Ca,48,b,20,b,Ba,138,b,56,b,89.951600
1542,right,Os,186,b,76,b,Ca,48,b,20,b,La,138,b,57,f,88.274899
1543,right,Os,186,b,76,b,Ti,49,f,22,f,Cs,137,f,55,b,92.453582
1544,none,Os,186,b,76,b,Ti,50,b,22,b,Xe,136,b,54,b,94.946300
1545,right,Os,186,b,76,b,V,50,b,23,f,Xe,136,b,54,b,92.733962
1546,none,Os,187,f,76,f,He,4,b,2,b,W,183,f,74,f,2.856900
1547,left,Os,187,f,76,f,B,11,f,5,b,Yb,176,b,70,b,3.646801
1548,none,Os,187,f,76,f,B,11,f,5,b,Lu,176,b,71,f,3.646800
1549,right,Os,187,f,76,f,B,11,f,5,b,Hf,176,b,72,b,4.662126
1550,right,Os,187,f,76,f,C,12,b,6,b,Lu,175,f,71,b,14.037614
1551,none,Os,187,f,76,f,C,13,f,6,f,Yb,174,b,70,b,12.655300
1552,right,Os,187,f,76,f,N,14,b,7,f,Yb,173,f,70,f,13.430280
1553,right,Os,187,f,76,f,N,15,f,7,b,Yb,172,b,70,b,17.970382
1554,none,Os,187,f,76,f,O,17,f,8,f,Er,170,b,68,b,19.855700
1555,right,Os,187,f,76,f,O,18,b,8,b,Tm,169,f,69,b,20.912041
1556,right,Os,187,f,76,f,F,19,f,9,b,Er,168,b,68,b,23.450362
1557,right,Os,187,f,76,f,Ne,22,b,10,b,Ho,165,f,67,b,31.926958
1558,right,Os,187,f,76,f,Na,23,f,11,b,Dy,164,b,66,b,34.797823
1559,right,Os,187,f,76,f,Al,27,f,13,b,Gd,160,b,64,b,44.064326
1560,right,Os,187,f,76,f,Cl,37,f,17,b,Nd,150,b,60,b,64.602840
1561,right,Os,187,f,76,f,Ca,48,b,20,b,La,139,f,57,b,90.855138
1562,right,Os,187,f,76,f,Ti,50,b,22,b,Cs,137,f,55,b,97.201407
1563,right,Os,187,f,76,f,V,51,f,23,b,Xe,136,b,54,b,97.584251
1564,none,Os,188,b,76,b,He,4,b,2,b,W,184,b,74,b,2.214200
1565,right,Os,188,b,76,b,B,11,f,5,b,Hf,177,f,72,f,2.966807
1566,none,Os,188,b,76,b,C,12,b,6,b,Yb,176,b,70,b,12.323700
1567,right,Os,188,b,76,b,C,12,b,6,b,Lu,176,b,71,f,12.323665
1568,right,Os,188,b,76,b,C,13,f,6,f,Lu,175,f,71,b,10.922698
1569,right,Os,188,b,76,b,N,14,b,7,f,Yb,174,b,70,b,12.768919
1570,right,Os,188,b,76,b,N,15,f,7,b,Yb,173,f,70,f,16.358897
1571,none,Os,188,b,76,b,O,18,b,8,b,Er,170,b,68,b,19.840800
1572,right,Os,189,f,76,f,He,4,b,2,b,Re,185,f,75,b,2.447033
1573,right,Os,189,f,76,f,B,11,f,5,b,Hf,178,b,72,b,4.727331
1574,none,Os,189,f,76,f,C,13,f,6,f,Yb,176,b,70,b,11.323200
1575,right,Os,189,f,76,f,C,13,f,6,f,Lu,176,b,71,f,11.323240
1576,right,Os,189,f,76,f,N,15,f,7,b,Yb,174,b,70,b,17.812028
1577,right,Os,189,f,76,f,F,19,f,9,b,Er,170,b,68,b,22.667907
1578,none,Os,190,b,76,b,He,4,b,2,b,W,186,b,74,b,1.543500
1579,right,Os,190,b,76,b,B,11,f,5,b,Hf,179,f,72,f,3.050641
1580,right,Os,190,b,76,b,N,14,b,7,f,Yb,176,b,70,b,11.753591
1581,none,Ir,191,f,77,b,He,4,b,2,b,Re,187,f,75,b,2.130300
1582,right,Ir,191,f,77,b,He,4,b,2,b,Os,187,f,76,f,2.130325
