E1,A1,Z1,E2,A2,Z2,E3,A3,Z3,E4,A4,Z4,MeV
He,3.0,2.0,Nd,143.0,60.0,Не,4.0,2.0,Nd,142.0,60.0,14.502431642904412
He,3.0,2.0,Nd,143.0,60.0,C,12.0,6.0,Ba,134.0,56.0,19.878084093972575
He,3.0,2.0,Nd,143.0,60.0,O,16.0,8.0,Xe,130.0,54.0,25.359926872479264
He,3.0,2.0,Nd,143.0,60.0,O,17.0,8.0,Xe,129.0,54.0,20.243229781190166
He,3.0,2.0,Nd,143.0,60.0,O,18.0,8.0,Xe,128.0,54.0,21.379652583185816
He,3.0,2.0,Nd,143.0,60.0,F,19.0,9.0,I,127.0,53.0,21.324694431270473
He,3.0,2.0,Nd,143.0,60.0,Ne,20.0,10.0,Te,126.0,52.0,27.913152200577315
He,3.0,2.0,Nd,143.0,60.0,Ne,21.0,10.0,Te,125.0,52.0,25.50523995209369
He,3.0,2.0,Nd,143.0,60.0,Ne,22.0,10.0,Te,124.0,52.0,29.346721620473545
He,3.0,2.0,Nd,143.0,60.0,Na,23.0,11.0,Sb,123.0,51.0,29.553513310675044
He,3.0,2.0,Nd,143.0,60.0,Mg,24.0,12.0,Sn,122.0,50.0,34.64692304949858
He,3.0,2.0,Nd,143.0,60.0,Mg,26.0,12.0,Sn,120.0,50.0,38.12512201888603
He,3.0,2.0,Nd,143.0,60.0,Si,30.0,14.0,Cd,116.0,48.0,43.6675119138672
He,3.0,2.0,Nd,143.0,60.0,Ca,46.0,20.0,Mo,100.0,42.0,59.97983659309102
He,3.0,2.0,Nd,143.0,60.0,Ca,48.0,20.0,Mo,98.0,42.0,63.133875615661964
He,3.0,2.0,Nd,143.0,60.0,Ti,50.0,22.0,Zr,96.0,40.0,67.68236130598234
He,3.0,2.0,Nd,143.0,60.0,Zn,70.0,30.0,Ge,76.0,32.0,73.53400724218227
Не,4.0,2.0,Nd,143.0,60.0,C,12.0,6.0,Ba,135.0,56.0,6.197230247256812
Не,4.0,2.0,Nd,143.0,60.0,C,13.0,6.0,Ba,134.0,56.0,4.246681601885939
Не,4.0,2.0,Nd,143.0,60.0,N,14.0,7.0,Cs,133.0,55.0,3.6244435430853628
Не,4.0,2.0,Nd,143.0,60.0,O,16.0,8.0,Xe,131.0,54.0,11.383789396088105
Не,4.0,2.0,Nd,143.0,60.0,O,17.0,8.0,Xe,130.0,54.0,8.922781983885216
Не,4.0,2.0,Nd,143.0,60.0,O,18.0,8.0,Xe,129.0,54.0,7.711839653871721
Не,4.0,2.0,Nd,143.0,60.0,Ne,21.0,10.0,Te,126.0,52.0,14.095368721202249
Не,4.0,2.0,Nd,143.0,60.0,Ne,22.0,10.0,Te,125.0,52.0,15.293270133784972
Не,4.0,2.0,Nd,143.0,60.0,Mg,25.0,12.0,Sn,122.0,50.0,21.399213959288318
He,3.0,2.0,Nd,144.0,60.0,Не,4.0,2.0,Nd,143.0,60.0,12.767989628686337
He,3.0,2.0,Nd,144.0,60.0,Li,6.0,3.0,Pr,141.0,59.0,3.180120857403381
He,3.0,2.0,Nd,144.0,60.0,Be,9.0,4.0,Ce,138.0,58.0,7.474308658362133
He,3.0,2.0,Nd,144.0,60.0,C,12.0,6.0,Ba,135.0,56.0,18.96521987594315
He,3.0,2.0,Nd,144.0,60.0,C,13.0,6.0,Ba,134.0,56.0,17.014671230572276
He,3.0,2.0,Nd,144.0,60.0,N,14.0,7.0,Cs,133.0,55.0,16.3924331717717
He,3.0,2.0,Nd,144.0,60.0,O,16.0,8.0,Xe,131.0,54.0,24.15177902477444
He,3.0,2.0,Nd,144.0,60.0,O,17.0,8.0,Xe,130.0,54.0,21.690771612571552
He,3.0,2.0,Nd,144.0,60.0,O,18.0,8.0,Xe,129.0,54.0,20.479829282558057
He,3.0,2.0,Nd,144.0,60.0,Ne,21.0,10.0,Te,126.0,52.0,26.863358349888586
He,3.0,2.0,Nd,144.0,60.0,Ne,22.0,10.0,Te,125.0,52.0,28.06125976247131
He,3.0,2.0,Nd,144.0,60.0,Mg,25.0,12.0,Sn,122.0,50.0,34.167203587974655
Не,4.0,2.0,Nd,144.0,60.0,C,12.0,6.0,Ba,136.0,56.0,7.585156456276309
Не,4.0,2.0,Nd,144.0,60.0,C,13.0,6.0,Ba,135.0,56.0,3.3338173838565126
Не,4.0,2.0,Nd,144.0,60.0,N,15.0,7.0,Cs,133.0,55.0,6.80456440045964
Не,4.0,2.0,Nd,144.0,60.0,O,16.0,8.0,Xe,132.0,54.0,12.506239786569495
Не,4.0,2.0,Nd,144.0,60.0,O,17.0,8.0,Xe,131.0,54.0,7.714634136180393
Не,4.0,2.0,Nd,144.0,60.0,O,18.0,8.0,Xe,130.0,54.0,9.159381485253107
Не,4.0,2.0,Nd,144.0,60.0,Ne,20.0,10.0,Te,128.0,52.0,14.29936592906597
Не,4.0,2.0,Nd,144.0,60.0,Ne,22.0,10.0,Te,126.0,52.0,16.65138853157987
Не,4.0,2.0,Nd,144.0,60.0,Mg,24.0,12.0,Sn,124.0,50.0,20.695935913769063
Не,4.0,2.0,Nd,144.0,60.0,Mg,26.0,12.0,Sn,122.0,50.0,24.68645663818461
Не,4.0,2.0,Nd,144.0,60.0,Ca,48.0,20.0,Mo,100.0,42.0,48.96864483694662
He,3.0,2.0,Sm,144.0,62.0,O,17.0,8.0,Ba,130.0,56.0,20.815167158609256
He,3.0,2.0,Sm,144.0,62.0,Ne,21.0,10.0,Xe,126.0,54.0,27.629977994190995
He,3.0,2.0,Sm,144.0,62.0,Mg,24.0,12.0,Te,123.0,52.0,35.820605615503155
He,3.0,2.0,Sm,144.0,62.0,Mg,25.0,12.0,Te,122.0,52.0,36.17923084399081
He,3.0,2.0,Sm,144.0,62.0,Si,28.0,14.0,Sn,119.0,50.0,44.118355058308225
He,3.0,2.0,Sm,144.0,62.0,Si,29.0,14.0,Sn,118.0,50.0,46.01487704590545
He,3.0,2.0,Sm,144.0,62.0,Si,30.0,14.0,Sn,117.0,50.0,47.37485843192553
He,3.0,2.0,Sm,144.0,62.0,S,33.0,16.0,Cd,114.0,48.0,49.042232870910084
He,3.0,2.0,Sm,144.0,62.0,S,34.0,16.0,Cd,113.0,48.0,51.423131790506886
He,3.0,2.0,Sm,144.0,62.0,Ca,43.0,20.0,Ru,104.0,44.0,59.02878111699829
He,3.0,2.0,Sm,144.0,62.0,Ca,46.0,20.0,Ru,101.0,44.0,65.08442426112015
He,3.0,2.0,Sm,144.0,62.0,Ti,47.0,22.0,Mo,100.0,42.0,63.66948472318472
He,3.0,2.0,Sm,144.0,62.0,Ca,48.0,20.0,Ru,99.0,44.0,64.49385700171115
He,3.0,2.0,Sm,144.0,62.0,Ti,49.0,22.0,Mo,98.0,42.0,69.21280611230759
He,3.0,2.0,Sm,144.0,62.0,Ti,50.0,22.0,Mo,97.0,42.0,71.85545487402123
He,3.0,2.0,Sm,144.0,62.0,Cr,53.0,24.0,Zr,94.0,40.0,75.34762625489384
He,3.0,2.0,Sm,144.0,62.0,Fe,57.0,26.0,Sr*,90.0,38.0,79.13601275961264
He,3.0,2.0,Sm,144.0,62.0,Ni,61.0,28.0,Kr,86.0,36.0,80.12153351740562
He,3.0,2.0,Sm,144.0,62.0,Ni,64.0,28.0,Kr,83.0,36.0,79.72658001902164
He,3.0,2.0,Sm,144.0,62.0,Zn,67.0,30.0,Se,80.0,34.0,78.26320278790081
He,3.0,2.0,Sm,144.0,62.0,Zn,70.0,30.0,Se,77.0,34.0,76.75325085181976
He,3.0,2.0,Sm,144.0,62.0,Ge,73.0,32.0,Ge,74.0,32.0,77.47236429702025
Не,4.0,2.0,Sm,144.0,62.0,C,12.0,6.0,Ce,136.0,58.0,6.662977297295583
Не,4.0,2.0,Sm,144.0,62.0,O,16.0,8.0,Ba,132.0,56.0,13.243983113789
Не,4.0,2.0,Sm,144.0,62.0,O,18.0,8.0,Ba,130.0,56.0,8.28377703129081
Не,4.0,2.0,Sm,144.0,62.0,Ne,20.0,10.0,Xe,128.0,54.0,17.021191689302213
Не,4.0,2.0,Sm,144.0,62.0,Ne,22.0,10.0,Xe,126.0,54.0,17.418008175911382
Не,4.0,2.0,Sm,144.0,62.0,Mg,24.0,12.0,Te,124.0,52.0,24.636155956803123
Не,4.0,2.0,Sm,144.0,62.0,Mg,25.0,12.0,Te,123.0,52.0,22.572896525321994
Не,4.0,2.0,Sm,144.0,62.0,Mg,26.0,12.0,Te,122.0,52.0,26.698483894200763
Не,4.0,2.0,Sm,144.0,62.0,Al,27.0,13.0,Sb,121.0,51.0,26.983521088812267
Не,4.0,2.0,Sm,144.0,62.0,Si,28.0,14.0,Sn,120.0,50.0,32.78486634360161
