id,neutrino,id_sub,E1,A1,nBorF1,Z1,aBorF1,E2,A2,nBorF2,Z2,aBorF2,E,A,nBorF,Z,aBorF,MeV
2122,right,500,B,10,b,5,f,Sn,122,b,50,b,Ba,132,b,56,b,10.459745
2123,left,952,B,10,b,5,f,Sn,124,b,50,b,Xe,134,b,54,b,11.905428
2124,right,501,B,10,b,5,f,Sn,124,b,50,b,Ba,134,b,56,b,12.918890
2125,left,953,B,10,b,5,f,Sb,123,f,51,b,Cs,133,f,55,b,11.177000
2126,left,954,B,10,b,5,f,Te,120,b,52,b,Ba,130,b,56,b,10.478379
2127,left,955,B,10,b,5,f,Te,122,b,52,b,Ba,132,b,56,b,10.077837
2128,left,957,B,10,b,5,f,Te,124,b,52,b,Ba,134,b,56,b,10.608788
2129,left,959,B,10,b,5,f,Te,125,f,52,f,Ba,135,f,56,f,10.981386
2130,left,961,B,10,b,5,f,Te,126,b,52,b,Ba,136,b,56,b,11.011194
2131,right,504,B,10,b,5,f,Te,126,b,52,b,Ce,136,b,58,b,8.458896
2132,left,963,B,10,b,5,f,Te,128,b,52,b,Ba,138,b,56,b,11.773156
2133,none,1181,B,10,b,5,f,Te,128,b,52,b,La,138,b,57,f,10.096500
2134,right,505,B,10,b,5,f,Te,128,b,52,b,Ce,138,b,58,b,11.111791
2135,right,506,B,10,b,5,f,Te,130,b,52,b,Ce,140,b,58,b,12.872315
2136,left,965,B,10,b,5,f,Xe,126,b,54,b,Ce,136,b,58,b,9.322395
2137,left,966,B,10,b,5,f,Xe,128,b,54,b,Ce,138,b,58,b,10.020084
2138,left,968,B,10,b,5,f,Xe,130,b,54,b,Ce,140,b,58,b,9.900853
2139,none,1298,B,10,b,5,f,Xe,131,f,54,f,Pr,141,f,59,b,9.907400
2140,left,970,B,10,b,5,f,Xe,132,b,54,b,Ce,142,b,58,b,7.508776
2141,right,508,B,10,b,5,f,Xe,132,b,54,b,Nd,142,b,60,b,8.963766
2142,right,510,B,10,b,5,f,Xe,134,b,54,b,Nd,144,b,60,b,7.859014
2143,right,512,B,10,b,5,f,Xe,136,b,54,b,Nd,146,b,60,b,6.958259
2144,none,329,B,10,b,5,f,Cs,133,f,55,b,Nd,143,f,60,f,7.832900
2145,left,971,B,10,b,5,f,Ba,132,b,56,b,Nd,142,b,60,b,9.856141
2146,left,973,B,10,b,5,f,Ba,134,b,56,b,Nd,144,b,60,b,6.845552
2147,right,513,B,10,b,5,f,Ba,134,b,56,b,Sm,144,b,62,b,5.215433
2148,left,975,B,10,b,5,f,Ba,135,f,56,f,Nd,145,f,60,f,5.914058
2149,left,977,B,10,b,5,f,Ba,136,b,56,b,Nd,146,b,60,b,4.293258
2150,right,514,B,10,b,5,f,Ba,137,f,56,f,Sm,147,f,62,f,3.613264
2151,left,978,B,10,b,5,f,Ba,138,b,56,b,Nd,148,b,60,b,1.368367
2152,right,516,B,10,b,5,f,Ba,138,b,56,b,Sm,148,b,62,b,3.156832
2153,none,608,B,10,b,5,f,La,138,b,57,f,Sm,148,b,62,b,4.833500
2154,none,609,B,10,b,5,f,La,139,f,57,b,Sm,149,f,62,f,1.927300
2155,left,980,B,10,b,5,f,Ce,138,b,58,b,Sm,148,b,62,b,3.818196
2156,left,981,B,10,b,5,f,Ce,140,b,58,b,Sm,150,b,62,b,1.629185
2157,left,982,B,10,b,5,f,Ce,142,b,58,b,Sm,152,b,62,b,2.318491
2158,right,517,B,10,b,5,f,Ce,142,b,58,b,Gd,152,b,64,b,2.281227
2159,left,983,B,10,b,5,f,Pr,141,f,59,b,Eu,151,f,63,b,0.651116
2160,left,984,B,10,b,5,f,Nd,142,b,60,b,Gd,152,b,64,b,0.826237
2161,left,985,B,10,b,5,f,Nd,144,b,60,b,Gd,154,b,64,b,1.973838
2162,left,986,B,10,b,5,f,Nd,145,f,60,f,Gd,155,f,64,f,2.337121
2163,left,987,B,10,b,5,f,Nd,146,b,60,b,Gd,156,b,64,b,3.287245
2164,right,518,B,10,b,5,f,Nd,146,b,60,b,Dy,156,b,66,b,1.740960
2165,left,988,B,10,b,5,f,Nd,148,b,60,b,Gd,158,b,64,b,4.954619
2166,right,519,B,10,b,5,f,Nd,148,b,60,b,Dy,158,b,66,b,5.085024
2167,left,989,B,10,b,5,f,Nd,150,b,60,b,Gd,160,b,64,b,6.081727
2168,right,520,B,10,b,5,f,Nd,150,b,60,b,Dy,160,b,66,b,8.214844
2169,left,990,B,10,b,5,f,Sm,148,b,62,b,Dy,158,b,66,b,3.296560
2170,left,992,B,10,b,5,f,Sm,150,b,62,b,Dy,160,b,66,b,4.768320
2171,left,993,B,10,b,5,f,Sm,152,b,62,b,Dy,162,b,66,b,5.550775
2172,right,522,B,10,b,5,f,Sm,152,b,62,b,Er,162,b,68,b,3.380390
2173,left,995,B,10,b,5,f,Sm,154,b,62,b,Dy,164,b,66,b,5.699814
2174,right,523,B,10,b,5,f,Sm,154,b,62,b,Er,164,b,68,b,5.262008
2175,left,996,B,10,b,5,f,Gd,152,b,64,b,Er,162,b,68,b,3.417654
2176,left,997,B,10,b,5,f,Gd,154,b,64,b,Er,164,b,68,b,4.060385
2177,left,999,B,10,b,5,f,Gd,156,b,64,b,Er,166,b,68,b,4.321203
2178,left,1000,B,10,b,5,f,Gd,157,f,64,f,Er,167,f,68,f,4.498187
2179,left,1002,B,10,b,5,f,Gd,158,b,64,b,Er,168,b,68,b,4.339833
2180,left,1003,B,10,b,5,f,Gd,160,b,64,b,Er,170,b,68,b,4.237369
2181,right,524,B,10,b,5,f,Gd,160,b,64,b,Yb,170,b,70,b,4.824206
2182,left,1004,B,10,b,5,f,Tb,159,f,65,b,Tm,169,f,69,b,3.296560
2183,left,1005,B,10,b,5,f,Dy,160,b,66,b,Yb,170,b,70,b,2.691088
2184,left,1006,B,10,b,5,f,Dy,161,f,66,f,Yb,171,f,70,f,2.849442
2185,left,1007,B,10,b,5,f,Dy,162,b,66,b,Yb,172,b,70,b,2.653829
2186,left,1008,B,10,b,5,f,Dy,163,f,66,f,Yb,173,f,70,f,2.802868
2187,left,1009,B,10,b,5,f,Dy,164,b,66,b,Yb,174,b,70,b,2.560679
2188,right,525,B,10,b,5,f,Dy,164,b,66,b,Hf,174,b,72,b,1.405623
2189,left,1010,B,10,b,5,f,Ho,165,f,67,b,Lu,175,f,71,b,2.188082
2190,left,1011,B,10,b,5,f,Er,164,b,68,b,Hf,174,b,72,b,1.843429
2191,left,1012,B,10,b,5,f,Er,166,b,68,b,Hf,176,b,72,b,1.573296
2192,left,1013,B,10,b,5,f,Er,167,f,68,f,Hf,177,f,72,f,1.405627
2193,left,1014,B,10,b,5,f,Er,168,b,68,b,Hf,178,b,72,b,1.349737
2194,left,1015,B,10,b,5,f,Er,170,b,68,b,Hf,180,b,72,b,1.526721
2195,none,365,B,10,b,5,f,Er,170,b,68,b,Ta,180,b,73,f,0.865400
2196,right,526,B,10,b,5,f,Er,170,b,68,b,W,180,b,74,b,1.368363
2197,left,1016,B,10,b,5,f,Yb,170,b,70,b,W,180,b,74,b,0.781526
2198,left,1017,B,10,b,5,f,Yb,172,b,70,b,W,182,b,74,b,1.144808
2199,left,1018,B,10,b,5,f,Yb,173,f,70,f,W,183,f,74,f,0.883990
2200,left,1019,B,10,b,5,f,Yb,174,b,70,b,W,184,b,74,b,0.902620
2201,left,1020,B,10,b,5,f,Yb,176,b,70,b,W,186,b,74,b,1.247273
2202,right,527,B,10,b,5,f,Yb,176,b,70,b,Os,186,b,76,b,1.619866
2203,left,1021,B,10,b,5,f,Lu,175,f,71,b,Re,185,f,75,b,0.753581
2204,none,624,B,10,b,5,f,Lu,176,b,71,f,Os,186,b,76,b,1.619900
2205,left,1022,B,10,b,5,f,Hf,174,b,72,b,Os,184,b,76,b,0.595227
2206,left,1023,B,10,b,5,f,Hf,176,b,72,b,Os,186,b,76,b,0.604542
2207,left,1024,B,10,b,5,f,Hf,177,f,72,f,Os,187,f,76,f,0.427558
2208,left,1025,B,10,b,5,f,Hf,178,b,72,b,Os,188,b,76,b,0.781526
2209,left,1026,B,10,b,5,f,Hf,179,f,72,f,Os,189,f,76,f,0.660431
2210,left,1027,B,10,b,5,f,Hf,180,b,72,b,Os,190,b,76,b,1.070289
2211,none,1158,B,10,b,5,f,Ta,180,b,73,f,Pt,190,b,78,b,0.474100
2212,left,1028,B,10,b,5,f,Ta,181,f,73,b,Ir,191,f,77,b,0.064275
2213,left,1029,B,10,b,5,f,W,184,b,74,b,Pt,194,b,78,b,1.042344
2214,left,1030,B,10,b,5,f,W,186,b,74,b,Pt,196,b,78,b,2.140575
2215,right,528,B,10,b,5,f,W,186,b,74,b,Hg,196,b,80,b,1.357185
2216,left,1031,B,10,b,5,f,Re,187,f,75,b,Au,197,f,79,b,2.186219
2217,left,1032,B,10,b,5,f,Os,186,b,76,b,Hg,196,b,80,b,0.984591
2218,left,1033,B,10,b,5,f,Os,188,b,76,b,Hg,198,b,80,b,1.964523
2219,left,1034,B,10,b,5,f,Os,189,f,76,f,Hg,199,f,80,f,2.732074
2220,left,1035,B,10,b,5,f,Os,190,b,76,b,Hg,200,b,80,b,2.976126
2221,left,1036,B,10,b,5,f,Os,192,b,76,b,Hg,202,b,80,b,3.464229
2222,left,1037,B,10,b,5,f,Ir,193,f,77,b,Tl,203,f,81,b,3.621651
2223,left,1038,B,10,b,5,f,Pt,194,b,78,b,Pb,204,b,82,b,2.496406
2224,left,1039,B,10,b,5,f,Pt,196,b,78,b,Pb,206,b,82,b,3.236013
2225,left,1040,B,10,b,5,f,Pt,198,b,78,b,Pb,208,b,82,b,3.562967
2226,none,86,B,11,f,5,b,B,11,f,5,b,Ne,22,b,10,b,25.359900
2227,none,137,B,11,f,5,b,C,12,b,6,b,Na,23,f,11,b,18.193900
2228,right,433,B,11,f,5,b,C,13,f,6,f,Mg,24,b,12,b,25.722276
2229,none,717,B,11,f,5,b,N,14,b,7,f,Mg,25,f,12,f,24.877400
2230,none,719,B,11,f,5,b,N,15,f,7,b,Mg,26,b,12,b,24.984500
2231,none,831,B,11,f,5,b,O,16,b,8,b,Al,27,f,13,b,21.130900
2232,right,434,B,11,f,5,b,O,17,f,8,f,Si,28,b,14,b,29.353240
2233,right,436,B,11,f,5,b,O,18,b,8,b,Si,29,f,14,f,29.783590
2234,none,379,B,11,f,5,b,F,19,f,9,b,Si,30,b,14,b,31.623300
2235,none,769,B,11,f,5,b,Ne,20,b,10,b,P,31,f,15,b,26.066900
2236,right,437,B,11,f,5,b,Ne,21,f,10,f,S,32,b,16,b,28.950835
2237,right,439,B,11,f,5,b,Ne,22,b,10,b,S,33,f,16,f,27.226639
2238,none,731,B,11,f,5,b,Na,23,f,11,b,S,34,b,16,b,29.074700
2239,none,636,B,11,f,5,b,Mg,24,b,12,b,Cl,35,f,17,b,23.748400
2240,right,440,B,11,f,5,b,Mg,25,f,12,f,Ar,36,b,18,b,25.706441
2241,none,638,B,11,f,5,b,Mg,26,b,12,b,Cl,37,f,17,b,24.218800
2242,none,16,B,11,f,5,b,Al,27,f,13,b,Ar,38,b,18,b,26.189000
2243,none,1055,B,11,f,5,b,Si,28,b,14,b,K,39,f,19,b,20.975400
2244,left,805,B,11,f,5,b,Si,29,f,14,f,Ar,40,b,18,b,21.808142
2245,none,1057,B,11,f,5,b,Si,29,f,14,f,K,40,b,19,f,20.295400
2246,right,442,B,11,f,5,b,Si,29,f,14,f,Ca,40,b,20,b,21.617182
2247,none,1059,B,11,f,5,b,Si,30,b,14,b,K,41,f,19,b,19.776600
2248,none,860,B,11,f,5,b,P,31,f,15,b,Ca,42,b,20,b,22.765700
2249,left,809,B,11,f,5,b,S,32,b,16,b,Ca,43,f,20,f,21.050837
2250,left,811,B,11,f,5,b,S,33,f,16,f,Ca,44,b,20,b,23.544447
2251,none,967,B,11,f,5,b,S,34,b,16,b,Sc,45,f,21,b,19.795200
2252,none,262,B,11,f,5,b,Cl,35,f,17,b,Ti,46,b,22,b,23.778200
2253,none,264,B,11,f,5,b,Cl,37,f,17,b,Ti,48,b,22,b,25.386000
2254,left,815,B,11,f,5,b,Ar,36,b,18,b,Ti,47,f,22,f,23.375846
2255,left,817,B,11,f,5,b,Ar,38,b,18,b,Ti,49,f,22,f,22.507694
2256,none,35,B,11,f,5,b,Ar,40,b,18,b,V,51,f,23,b,25.812600
2257,left,819,B,11,f,5,b,K,39,f,19,b,V,50,b,23,f,24.082850
2258,none,543,B,11,f,5,b,K,39,f,19,b,Cr,50,b,24,b,25.120500
2259,left,821,B,11,f,5,b,K,40,b,19,f,V,51,f,23,b,27.325381
2260,none,545,B,11,f,5,b,K,41,f,19,b,Cr,52,b,24,b,28.527900
2261,left,825,B,11,f,5,b,Ca,42,b,20,b,Cr,53,f,24,f,25.413024
2262,left,827,B,11,f,5,b,Ca,43,f,20,f,Cr,54,b,24,b,27.205219
2263,right,445,B,11,f,5,b,Ca,43,f,20,f,Fe,54,b,26,b,26.514046
2264,none,156,B,11,f,5,b,Ca,44,b,20,b,Mn,55,f,25,b,24.909100
2265,right,448,B,11,f,5,b,Ca,46,b,20,b,Fe,57,f,26,f,25.709235
2266,none,997,B,11,f,5,b,Sc,45,f,21,b,Fe,56,b,26,b,28.216800
2267,left,831,B,11,f,5,b,Ti,46,b,22,b,Fe,57,f,26,f,24.725581
2268,left,833,B,11,f,5,b,Ti,47,f,22,f,Fe,58,b,26,b,25.887155
2269,right,450,B,11,f,5,b,Ti,47,f,22,f,Ni,58,b,28,b,23.958958
2270,none,1202,B,11,f,5,b,Ti,48,b,22,b,Co,59,f,27,b,22.414500
2271,none,1204,B,11,f,5,b,Ti,49,f,22,f,Co,60,b,27,f,21.765300
2272,right,452,B,11,f,5,b,Ti,49,f,22,f,Ni,60,b,28,b,24.581196
2273,right,454,B,11,f,5,b,Ti,50,b,22,b,Ni,61,f,28,f,21.467211
2274,none,1258,B,11,f,5,b,V,50,b,23,f,Ni,61,f,28,f,23.679500
2275,none,1260,B,11,f,5,b,V,51,f,23,b,Ni,62,b,28,b,23.229600
2276,left,837,B,11,f,5,b,Cr,50,b,24,b,Ni,61,f,28,f,22.641829
2277,none,306,B,11,f,5,b,Cr,52,b,24,b,Cu,63,f,29,b,18.838500
2278,left,839,B,11,f,5,b,Cr,53,f,24,f,Ni,64,b,28,b,20.490078
2279,right,455,B,11,f,5,b,Cr,53,f,24,f,Zn,64,b,30,b,19.385322
2280,none,308,B,11,f,5,b,Cr,54,b,24,b,Cu,65,f,29,b,19.000600
2281,none,669,B,11,f,5,b,Mn,55,f,25,b,Zn,66,b,30,b,19.851100
2282,left,844,B,11,f,5,b,Fe,56,b,26,b,Zn,67,f,30,f,15.917373
2283,left,846,B,11,f,5,b,Fe,57,f,26,f,Zn,68,b,30,b,18.475256
2284,none,400,B,11,f,5,b,Fe,58,b,26,b,Ga,69,f,31,b,15.737600
2285,none,281,B,11,f,5,b,Co,59,f,27,b,Ge,70,b,32,b,16.876800
2286,left,849,B,11,f,5,b,Co,60,b,27,f,Ga,71,f,31,b,17.019331
2287,left,851,B,11,f,5,b,Ni,61,f,28,f,Ge,72,b,32,b,17.020262
2288,left,853,B,11,f,5,b,Ni,62,b,28,b,Ge,73,f,32,f,13.311053
2289,none,804,B,11,f,5,b,Ni,64,b,28,b,As,75,f,33,b,14.609600
2290,none,338,B,11,f,5,b,Cu,63,f,29,b,Se,74,b,34,b,15.323100
2291,none,339,B,11,f,5,b,Cu,65,f,29,b,Se,76,b,34,b,16.638300
2292,left,858,B,11,f,5,b,Zn,66,b,30,b,Se,77,f,34,f,14.362710
2293,left,860,B,11,f,5,b,Zn,67,f,30,f,Se,78,b,34,b,17.797128
2294,right,458,B,11,f,5,b,Zn,67,f,30,f,Kr,78,b,36,b,14.984012
2295,none,1332,B,11,f,5,b,Zn,68,b,30,b,Br,79,f,35,b,14.738100
2296,none,1333,B,11,f,5,b,Zn,70,b,30,b,Br,81,f,35,b,17.054700
2297,none,419,B,11,f,5,b,Ga,69,f,31,b,Kr,80,b,36,b,17.329500
2298,none,420,B,11,f,5,b,Ga,71,f,31,b,Kr,82,b,36,b,19.246500
2299,left,867,B,11,f,5,b,Ge,72,b,32,b,Kr,83,f,36,f,16.073864
2300,left,869,B,11,f,5,b,Ge,73,f,32,f,Kr,84,b,36,b,19.711349
2301,right,461,B,11,f,5,b,Ge,73,f,32,f,Sr,84,b,38,b,17.967588
2302,none,455,B,11,f,5,b,Ge,74,b,32,b,Rb,85,f,37,b,17.460900
2303,none,456,B,11,f,5,b,Ge,76,b,32,b,Rb,87,f,37,b,20.013200
2304,right,464,B,11,f,5,b,Ge,76,b,32,b,Sr,87,f,38,f,20.283282
2305,none,65,B,11,f,5,b,As,75,f,33,b,Sr,86,b,38,b,20.143600
2306,left,875,B,11,f,5,b,Se,76,b,34,b,Sr,87,f,38,f,18.298272
2307,left,877,B,11,f,5,b,Se,77,f,34,f,Sr,88,b,38,b,22.010276
2308,none,1014,B,11,f,5,b,Se,78,b,34,b,Y,89,f,39,b,19.769100
2309,right,466,B,11,f,5,b,Se,80,b,34,b,Zr,91,f,40,f,19.158037
2310,none,115,B,11,f,5,b,Br,79,f,35,b,Zr,90,b,40,b,21.734600
2311,none,117,B,11,f,5,b,Br,81,f,35,b,Zr,92,b,40,b,19.616300
2312,left,882,B,11,f,5,b,Kr,80,b,36,b,Zr,91,f,40,f,19.037878
2313,none,569,B,11,f,5,b,Kr,82,b,36,b,Nb,93,f,41,b,15.619300
2314,left,884,B,11,f,5,b,Kr,83,f,36,f,Zr,94,b,40,b,16.111124
2315,right,468,B,11,f,5,b,Kr,83,f,36,f,Mo,94,b,42,b,17.415212
2316,right,470,B,11,f,5,b,Kr,84,b,36,b,Mo,95,f,42,f,14.055312
2317,right,472,B,11,f,5,b,Kr,86,b,36,b,Mo,97,f,42,f,13.201132
2318,none,909,B,11,f,5,b,Rb,85,f,37,b,Mo,96,b,42,b,15.337100
2319,none,911,B,11,f,5,b,Rb,87,f,37,b,Mo,98,b,42,b,12.086100
2320,left,888,B,11,f,5,b,Sr,84,b,38,b,Mo,95,f,42,f,15.799073
2321,left,890,B,11,f,5,b,Sr,86,b,38,b,Mo,97,f,42,f,11.937099
2322,left,892,B,11,f,5,b,Sr,87,f,38,f,Mo,98,b,42,b,11.816005
2323,right,474,B,11,f,5,b,Sr,87,f,38,f,Ru,98,b,44,b,11.825316
2324,right,476,B,11,f,5,b,Sr,88,b,38,b,Ru,99,f,44,f,8.229748
2325,right,478,B,11,f,5,b,Sr,90,b,38,b,Ru,101,f,44,f,11.657647
2326,none,1306,B,11,f,5,b,Y,89,f,39,b,Ru,100,b,44,b,10.912500
2327,left,896,B,11,f,5,b,Zr,90,b,40,b,Ru,101,f,44,f,8.853853
2328,left,898,B,11,f,5,b,Zr,91,f,40,f,Ru,102,b,44,b,10.092741
2329,right,479,B,11,f,5,b,Zr,91,f,40,f,Pd,102,b,46,b,8.956314
2330,none,1373,B,11,f,5,b,Zr,92,b,40,b,Rh,103,f,45,b,8.471900
2331,right,482,B,11,f,5,b,Zr,94,b,40,b,Pd,105,f,46,f,10.064792
2332,none,744,B,11,f,5,b,Nb,93,f,41,b,Pd,104,b,46,b,10.959000
2333,left,904,B,11,f,5,b,Mo,94,b,42,b,Pd,105,f,46,f,8.760704
2334,left,906,B,11,f,5,b,Mo,95,f,42,f,Pd,106,b,46,b,11.014920
2335,right,484,B,11,f,5,b,Mo,95,f,42,f,Cd,106,b,48,b,8.453307
2336,none,689,B,11,f,5,b,Mo,96,b,42,b,Ag,107,f,47,b,8.276300
2337,left,908,B,11,f,5,b,Mo,97,f,42,f,Pd,108,b,46,b,10.372189
2338,right,486,B,11,f,5,b,Mo,97,f,42,f,Cd,108,b,48,b,10.297665
2339,none,691,B,11,f,5,b,Mo,98,b,42,b,Ag,109,f,47,b,9.422100
2340,right,489,B,11,f,5,b,Mo,100,b,42,b,Cd,111,f,48,f,11.517923
2341,left,913,B,11,f,5,b,Ru,99,f,44,f,Cd,110,b,48,b,11.564501
2342,left,915,B,11,f,5,b,Ru,100,b,44,b,Cd,111,f,48,f,7.279628
2343,left,917,B,11,f,5,b,Ru,101,f,44,f,Cd,112,b,48,b,9.859867
2344,right,490,B,11,f,5,b,Ru,101,f,44,f,Sn,112,b,50,b,7.903725
2345,left,919,B,11,f,5,b,Ru,102,b,44,b,Cd,113,f,48,f,7.838525
2346,none,947,B,11,f,5,b,Ru,102,b,44,b,In,113,f,49,b,8.145900
2347,none,948,B,11,f,5,b,Ru,104,b,44,b,In,115,f,49,b,10.027500
2348,right,493,B,11,f,5,b,Ru,104,b,44,b,Sn,115,f,50,f,10.530539
2349,none,929,B,11,f,5,b,Rh,103,f,45,b,Sn,114,b,50,b,7.587000
2350,left,924,B,11,f,5,b,Pd,104,b,46,b,Sn,115,f,50,f,8.695499
2351,left,926,B,11,f,5,b,Pd,105,f,46,f,Sn,116,b,50,b,11.024235
2352,left,928,B,11,f,5,b,Pd,106,b,46,b,Sn,117,f,50,f,8.797964
2353,left,930,B,11,f,5,b,Pd,108,b,46,b,Sn,119,f,50,f,9.161246
2354,none,884,B,11,f,5,b,Pd,110,b,46,b,Sb,121,f,51,b,9.366200
2355,none,10,B,11,f,5,b,Ag,109,f,47,b,Te,120,b,52,b,8.844500
2356,left,933,B,11,f,5,b,Cd,111,f,48,f,Te,122,b,52,b,10.074111
2357,left,935,B,11,f,5,b,Cd,112,b,48,b,Te,123,f,52,f,7.419353
2358,left,937,B,11,f,5,b,Cd,113,f,48,f,Te,124,b,52,b,10.390819
2359,right,495,B,11,f,5,b,Cd,113,f,48,f,Xe,124,b,54,b,7.260995
2360,left,939,B,11,f,5,b,Cd,114,b,48,b,Te,125,f,52,f,7.875785
2361,none,243,B,11,f,5,b,Cd,116,b,48,b,I,127,f,53,b,9.280500
2362,none,524,B,11,f,5,b,In,113,f,49,b,Xe,124,b,54,b,6.953600
2363,none,525,B,11,f,5,b,In,115,f,49,b,Xe,126,b,54,b,8.575300
2364,left,942,B,11,f,5,b,Sn,115,f,50,f,Xe,126,b,54,b,8.072330
2365,left,944,B,11,f,5,b,Sn,117,f,50,f,Xe,128,b,54,b,8.222300
2366,left,946,B,11,f,5,b,Sn,118,b,50,b,Xe,129,f,54,f,5.878661
2367,left,948,B,11,f,5,b,Sn,119,f,50,f,Xe,130,b,54,b,8.555775
2368,right,498,B,11,f,5,b,Sn,119,f,50,f,Ba,130,b,56,b,6.050052
2369,left,950,B,11,f,5,b,Sn,120,b,50,b,Xe,131,f,54,f,5.913127
2370,none,1114,B,11,f,5,b,Sn,122,b,50,b,Cs,133,f,55,b,7.102600
2371,right,502,B,11,f,5,b,Sn,124,b,50,b,Ba,135,f,56,f,8.360158
2372,none,992,B,11,f,5,b,Sb,121,f,51,b,Ba,132,b,56,b,7.391400
2373,none,993,B,11,f,5,b,Sb,123,f,51,b,Ba,134,b,56,b,8.518500
2374,left,956,B,11,f,5,b,Te,123,f,52,f,Ba,134,b,56,b,8.546460
2375,left,958,B,11,f,5,b,Te,124,b,52,b,Ba,135,f,56,f,6.050056
2376,left,960,B,11,f,5,b,Te,125,f,52,f,Ba,136,b,56,b,8.723444
2377,right,503,B,11,f,5,b,Te,125,f,52,f,Ce,136,b,58,b,6.171146
2378,left,962,B,11,f,5,b,Te,126,b,52,b,Ba,137,f,56,f,6.508351
2379,none,1182,B,11,f,5,b,Te,128,b,52,b,La,139,f,57,b,7.410000
2380,left,964,B,11,f,5,b,I,127,f,53,b,La,138,b,57,f,6.377942
2381,none,517,B,11,f,5,b,I,127,f,53,b,Ce,138,b,58,b,7.393300
2382,left,967,B,11,f,5,b,Xe,129,f,54,f,Ce,140,b,58,b,7.702527
2383,none,1297,B,11,f,5,b,Xe,130,b,54,b,Pr,141,f,59,b,5.053400
2384,left,969,B,11,f,5,b,Xe,131,f,54,f,Ce,142,b,58,b,4.985358
2385,right,507,B,11,f,5,b,Xe,131,f,54,f,Nd,142,b,60,b,6.440348
2386,right,509,B,11,f,5,b,Xe,132,b,54,b,Nd,143,f,60,f,3.583456
2387,right,511,B,11,f,5,b,Xe,134,b,54,b,Nd,145,f,60,f,2.368787
2388,none,330,B,11,f,5,b,Cs,133,f,55,b,Nd,144,b,60,b,4.187100
2389,left,972,B,11,f,5,b,Ba,132,b,56,b,Nd,143,f,60,f,4.475831
2390,left,974,B,11,f,5,b,Ba,134,b,56,b,Nd,145,f,60,f,1.355326
2391,left,976,B,11,f,5,b,Ba,135,f,56,f,Nd,146,b,60,b,2.035317
2392,right,515,B,11,f,5,b,Ba,137,f,56,f,Sm,148,b,62,b,0.284104
2393,left,979,B,11,f,5,b,Ce,136,b,58,b,Sm,147,f,62,f,1.662719
2394,none,757,B,11,f,5,b,Nd,148,b,60,b,Tb,159,f,65,b,0.777800
2395,right,521,B,11,f,5,b,Nd,150,b,60,b,Dy,161,f,66,f,3.181050
2396,left,991,B,11,f,5,b,Sm,149,f,62,f,Dy,160,b,66,b,1.308751
2397,left,994,B,11,f,5,b,Sm,152,b,62,b,Dy,163,f,66,f,0.395887
2398,none,1094,B,11,f,5,b,Sm,154,b,62,b,Ho,165,f,67,b,0.945500
2399,none,371,B,11,f,5,b,Eu,151,f,63,b,Er,162,b,68,b,0.125800
2400,none,372,B,11,f,5,b,Eu,153,f,63,b,Er,164,b,68,b,0.805700
2401,left,998,B,11,f,5,b,Gd,155,f,64,f,Er,166,b,68,b,1.392586
2402,left,1001,B,11,f,5,b,Gd,157,f,64,f,Er,168,b,68,b,0.805744
2403,none,139,C,12,b,6,b,C,12,b,6,b,Mg,24,b,12,b,13.930500
2404,none,140,C,12,b,6,b,C,13,f,6,f,Mg,25,f,12,f,16.314200
2405,left,1041,C,12,b,6,b,N,14,b,7,f,Mg,26,b,12,b,19.236287
2406,none,721,C,12,b,6,b,N,15,f,7,b,Al,27,f,13,b,17.300600
2407,none,833,C,12,b,6,b,O,16,b,8,b,Si,28,b,14,b,16.755700
2408,none,835,C,12,b,6,b,O,17,f,8,f,Si,29,f,14,f,21.091800
2409,none,837,C,12,b,6,b,O,18,b,8,b,Si,30,b,14,b,23.659000
2410,none,380,C,12,b,6,b,F,19,f,9,b,P,31,f,15,b,22.953900
2411,none,771,C,12,b,6,b,Ne,20,b,10,b,S,32,b,16,b,18.972700
2412,none,773,C,12,b,6,b,Ne,21,f,10,f,S,33,f,16,f,20.854300
2413,none,775,C,12,b,6,b,Ne,22,b,10,b,S,34,b,16,b,21.908700
2414,none,732,C,12,b,6,b,Na,23,f,11,b,Cl,35,f,17,b,19.485000
2415,none,639,C,12,b,6,b,Mg,24,b,12,b,Ar,36,b,18,b,16.298400
2416,left,1043,C,12,b,6,b,Mg,25,f,12,f,Cl,37,f,17,b,18.577720
2417,none,641,C,12,b,6,b,Mg,26,b,12,b,Ar,38,b,18,b,18.505100
2418,none,17,C,12,b,6,b,Al,27,f,13,b,K,39,f,19,b,16.600200
2419,left,1045,C,12,b,6,b,Si,28,b,14,b,K,40,b,19,f,12.033974
2420,none,1060,C,12,b,6,b,Si,28,b,14,b,Ca,40,b,20,b,13.355800
2421,left,1047,C,12,b,6,b,Si,29,f,14,f,K,41,f,19,b,13.651980
2422,none,1062,C,12,b,6,b,Si,30,b,14,b,Ca,42,b,20,b,14.096300
2423,left,1048,C,12,b,6,b,P,31,f,15,b,Ca,43,f,20,f,13.956578
2424,left,1051,C,12,b,6,b,S,33,f,16,f,Sc,45,f,21,b,14.477283
2425,none,969,C,12,b,6,b,S,34,b,16,b,Ti,46,b,22,b,14.188500
2426,left,1052,C,12,b,6,b,Cl,35,f,17,b,Ti,47,f,22,f,15.925757
2427,left,1054,C,12,b,6,b,Cl,37,f,17,b,Ti,49,f,22,f,16.793909
