id,neutrino,id_sub,E1,A1,nBorF1,Z1,aBorF1,E2,A2,nBorF2,Z2,aBorF2,E,A,nBorF,Z,aBorF,MeV
1819,none,688,Be,9,f,4,f,Mo,97,f,42,f,Pd,106,b,46,b,13.726500
1820,right,409,Be,9,f,4,f,Mo,98,b,42,b,Ag,107,f,47,b,11.854192
1821,right,410,Be,9,f,4,f,Mo,100,b,42,b,Ag,109,f,47,b,14.024573
1822,left,748,Be,9,f,4,f,Ru,98,b,44,b,Ag,107,f,47,b,11.844881
1823,none,943,Be,9,f,4,f,Ru,99,f,44,f,Cd,108,b,48,b,13.288700
1824,left,749,Be,9,f,4,f,Ru,100,b,44,b,Ag,109,f,47,b,9.786279
1825,none,944,Be,9,f,4,f,Ru,101,f,44,f,Cd,110,b,48,b,12.422400
1826,none,945,Be,9,f,4,f,Ru,102,b,44,b,Cd,111,f,48,f,10.615300
1827,none,946,Be,9,f,4,f,Ru,104,b,44,b,Cd,113,f,48,f,12.208200
1828,right,411,Be,9,f,4,f,Ru,104,b,44,b,In,113,f,49,b,12.515553
1829,left,750,Be,9,f,4,f,Rh,103,f,45,b,Cd,112,b,48,b,13.176918
1830,right,412,Be,9,f,4,f,Rh,103,f,45,b,Sn,112,b,50,b,11.220776
1831,left,751,Be,9,f,4,f,Pd,104,b,46,b,In,113,f,49,b,10.680513
1832,none,880,Be,9,f,4,f,Pd,105,f,46,f,Sn,114,b,50,b,10.121600
1833,left,752,Be,9,f,4,f,Pd,106,b,46,b,In,115,f,49,b,10.540789
1834,none,881,Be,9,f,4,f,Pd,106,b,46,b,Sn,115,f,50,f,11.043800
1835,none,882,Be,9,f,4,f,Pd,108,b,46,b,Sn,117,f,50,f,12.152300
1836,none,883,Be,9,f,4,f,Pd,110,b,46,b,Sn,119,f,50,f,12.385100
1837,left,753,Be,9,f,4,f,Ag,107,f,47,b,Sn,116,b,50,b,14.015262
1838,left,754,Be,9,f,4,f,Ag,109,f,47,b,Sn,118,b,50,b,14.061837
1839,none,239,Be,9,f,4,f,Cd,111,f,48,f,Te,120,b,52,b,11.351200
1840,left,755,Be,9,f,4,f,Cd,112,b,48,b,Sb,121,f,51,b,10.503529
1841,none,240,Be,9,f,4,f,Cd,113,f,48,f,Te,122,b,52,b,12.850900
1842,left,756,Be,9,f,4,f,Cd,114,b,48,b,Sb,123,f,51,b,10.810923
1843,none,241,Be,9,f,4,f,Cd,114,b,48,b,Te,123,f,52,f,10.783000
1844,none,242,Be,9,f,4,f,Cd,116,b,48,b,Te,125,f,52,f,11.900800
1845,left,757,Be,9,f,4,f,In,113,f,49,b,Te,122,b,52,b,12.543502
1846,left,758,Be,9,f,4,f,In,115,f,49,b,Te,124,b,52,b,12.571446
1847,right,413,Be,9,f,4,f,In,115,f,49,b,Xe,124,b,54,b,9.441622
1848,none,1109,Be,9,f,4,f,Sn,115,f,50,f,Xe,124,b,54,b,8.938600
1849,none,1110,Be,9,f,4,f,Sn,117,f,50,f,Xe,126,b,54,b,10.318200
1850,left,759,Be,9,f,4,f,Sn,118,b,50,b,I,127,f,53,b,8.964701
1851,none,1111,Be,9,f,4,f,Sn,119,f,50,f,Xe,128,b,54,b,11.213300
1852,none,1112,Be,9,f,4,f,Sn,120,b,50,b,Xe,129,f,54,f,8.879000
1853,none,1113,Be,9,f,4,f,Sn,122,b,50,b,Xe,131,f,54,f,9.789100
1854,right,414,Be,9,f,4,f,Sn,124,b,50,b,Cs,133,f,55,b,11.490909
1855,left,760,Be,9,f,4,f,Sb,121,f,51,b,Xe,130,b,54,b,11.574748
1856,right,415,Be,9,f,4,f,Sb,121,f,51,b,Ba,130,b,56,b,9.069025
1857,left,761,Be,9,f,4,f,Sb,123,f,51,b,Xe,132,b,54,b,11.340011
1858,right,416,Be,9,f,4,f,Sb,123,f,51,b,Ba,132,b,56,b,10.447636
1859,none,1177,Be,9,f,4,f,Te,123,f,52,f,Ba,132,b,56,b,10.475600
1860,left,762,Be,9,f,4,f,Te,124,b,52,b,Cs,133,f,55,b,9.180808
1861,none,1178,Be,9,f,4,f,Te,125,f,52,f,Ba,134,b,56,b,11.453700
1862,none,1179,Be,9,f,4,f,Te,126,b,52,b,Ba,135,f,56,f,9.182700
1863,left,763,Be,9,f,4,f,Te,128,b,52,b,Cs,137,f,55,b,9.385737
1864,none,1180,Be,9,f,4,f,Te,128,b,52,b,Ba,137,f,56,f,10.559400
1865,right,417,Be,9,f,4,f,Te,130,b,52,b,La,139,f,57,b,11.947341
1866,left,764,Be,9,f,4,f,I,127,f,53,b,Ba,136,b,56,b,11.343737
1867,right,418,Be,9,f,4,f,I,127,f,53,b,Ce,136,b,58,b,8.791439
1868,left,765,Be,9,f,4,f,Xe,129,f,54,f,La,138,b,57,f,9.463982
1869,none,1295,Be,9,f,4,f,Xe,129,f,54,f,Ce,138,b,58,b,10.479300
1870,left,766,Be,9,f,4,f,Xe,130,b,54,b,La,139,f,57,b,8.975879
1871,none,1296,Be,9,f,4,f,Xe,131,f,54,f,Ce,140,b,58,b,10.668400
1872,right,419,Be,9,f,4,f,Xe,132,b,54,b,Pr,141,f,59,b,8.344322
1873,left,767,Be,9,f,4,f,Cs,133,f,55,b,Ce,142,b,58,b,7.671787
1874,right,420,Be,9,f,4,f,Cs,133,f,55,b,Nd,142,b,60,b,9.126777
1875,right,421,Be,9,f,4,f,Cs,137,f,55,b,Nd,146,b,60,b,5.883315
1876,left,768,Be,9,f,4,f,Ba,132,b,56,b,Pr,141,f,59,b,9.236697
1877,none,98,Be,9,f,4,f,Ba,134,b,56,b,Nd,143,f,60,f,6.405000
1878,none,99,Be,9,f,4,f,Ba,135,f,56,f,Nd,144,b,60,b,7.317800
1879,none,100,Be,9,f,4,f,Ba,136,b,56,b,Nd,145,f,60,f,4.085500
1880,none,101,Be,9,f,4,f,Ba,137,f,56,f,Nd,146,b,60,b,4.709600
1881,right,422,Be,9,f,4,f,La,138,b,57,f,Sm,147,f,62,f,4.076216
1882,left,769,Be,9,f,4,f,La,139,f,57,b,Nd,148,b,60,b,1.645021
1883,right,423,Be,9,f,4,f,La,139,f,57,b,Sm,148,b,62,b,3.433485
1884,none,252,Be,9,f,4,f,Ce,138,b,58,b,Sm,147,f,62,f,3.060900
1885,none,253,Be,9,f,4,f,Ce,140,b,58,b,Sm,149,f,62,f,1.002300
1886,right,424,Be,9,f,4,f,Ce,142,b,58,b,Eu,151,f,63,b,1.486663
1887,left,770,Be,9,f,4,f,Pr,141,f,59,b,Sm,150,b,62,b,2.390216
1888,left,771,Be,9,f,4,f,Nd,142,b,60,b,Eu,151,f,63,b,0.031673
1889,none,753,Be,9,f,4,f,Nd,143,f,60,f,Gd,152,b,64,b,2.120100
1890,left,772,Be,9,f,4,f,Nd,144,b,60,b,Eu,153,f,63,b,1.142014
1891,none,754,Be,9,f,4,f,Nd,145,f,60,f,Gd,154,b,64,b,3.377600
1892,none,755,Be,9,f,4,f,Nd,146,b,60,b,Gd,155,f,64,f,2.129400
1893,none,756,Be,9,f,4,f,Nd,148,b,60,b,Gd,157,f,64,f,4.402200
1894,right,425,Be,9,f,4,f,Nd,150,b,60,b,Tb,159,f,65,b,7.401650
1895,none,1090,Be,9,f,4,f,Sm,147,f,62,f,Dy,156,b,66,b,2.837300
1896,none,1091,Be,9,f,4,f,Sm,149,f,62,f,Dy,158,b,66,b,4.802800
1897,left,773,Be,9,f,4,f,Sm,150,b,62,b,Tb,159,f,65,b,3.955126
1898,none,1092,Be,9,f,4,f,Sm,152,b,62,b,Dy,161,f,66,f,4.728300
1899,none,1093,Be,9,f,4,f,Sm,154,b,62,b,Dy,163,f,66,f,5.426900
1900,left,774,Be,9,f,4,f,Eu,151,f,63,b,Dy,160,b,66,b,6.507420
1901,left,775,Be,9,f,4,f,Eu,153,f,63,b,Dy,162,b,66,b,6.125507
1902,right,426,Be,9,f,4,f,Eu,153,f,63,b,Er,162,b,68,b,3.955122
1903,none,438,Be,9,f,4,f,Gd,155,f,64,f,Er,164,b,68,b,5.100900
1904,left,776,Be,9,f,4,f,Gd,156,b,64,b,Ho,165,f,67,b,3.712937
1905,none,439,Be,9,f,4,f,Gd,157,f,64,f,Er,166,b,68,b,5.333700
1906,none,440,Be,9,f,4,f,Gd,158,b,64,b,Er,167,f,68,f,3.945800
1907,right,427,Be,9,f,4,f,Gd,160,b,64,b,Tm,169,f,69,b,4.616483
1908,left,777,Be,9,f,4,f,Tb,159,f,65,b,Er,168,b,68,b,4.430188
1909,left,778,Be,9,f,4,f,Dy,160,b,66,b,Tm,169,f,69,b,2.483365
1910,none,351,Be,9,f,4,f,Dy,161,f,66,f,Yb,170,b,70,b,3.638400
1911,none,352,Be,9,f,4,f,Dy,162,b,66,b,Yb,171,f,70,f,2.026900
1912,none,353,Be,9,f,4,f,Dy,163,f,66,f,Yb,172,b,70,b,3.722300
1913,none,354,Be,9,f,4,f,Dy,164,b,66,b,Yb,173,f,70,f,2.529900
1914,left,779,Be,9,f,4,f,Ho,165,f,67,b,Yb,174,b,70,b,3.228561
1915,right,428,Be,9,f,4,f,Ho,165,f,67,b,Hf,174,b,72,b,2.073504
1916,left,780,Be,9,f,4,f,Er,166,b,68,b,Lu,175,f,71,b,1.579816
1917,left,781,Be,9,f,4,f,Er,167,f,68,f,Lu,176,b,71,f,1.393517
1918,none,362,Be,9,f,4,f,Er,167,f,68,f,Hf,176,b,72,b,2.408800
1919,none,363,Be,9,f,4,f,Er,168,b,68,b,Hf,177,f,72,f,1.011600
1920,none,364,Be,9,f,4,f,Er,170,b,68,b,Hf,179,f,72,f,1.561200
1921,left,782,Be,9,f,4,f,Tm,169,f,69,b,Hf,178,b,72,b,2.483365
1922,left,783,Be,9,f,4,f,Yb,171,f,70,f,Ta,180,b,73,f,1.067494
1923,none,1318,Be,9,f,4,f,Yb,171,f,70,f,W,180,b,74,b,1.570500
1924,left,784,Be,9,f,4,f,Yb,172,b,70,b,Ta,181,f,73,b,0.713526
1925,none,1319,Be,9,f,4,f,Yb,173,f,70,f,W,182,b,74,b,2.064200
1926,none,1320,Be,9,f,4,f,Yb,174,b,70,b,W,183,f,74,f,0.853200
1927,right,429,Be,9,f,4,f,Yb,176,b,70,b,Re,185,f,75,b,1.775426
1928,left,785,Be,9,f,4,f,Lu,175,f,71,b,W,184,b,74,b,1.943099
1929,right,430,Be,9,f,4,f,Lu,175,f,71,b,Os,184,b,76,b,0.480649
1930,none,623,Be,9,f,4,f,Lu,176,b,71,f,Re,185,f,75,b,1.775400
1931,left,786,Be,9,f,4,f,Hf,176,b,72,b,Re,185,f,75,b,0.760101
1932,none,500,Be,9,f,4,f,Hf,177,f,72,f,Os,186,b,76,b,1.607800
1933,left,787,Be,9,f,4,f,Hf,178,b,72,b,Re,187,f,75,b,0.089425
1934,none,501,Be,9,f,4,f,Hf,178,b,72,b,Os,187,f,76,f,0.089400
1935,none,502,Be,9,f,4,f,Hf,179,f,72,f,Os,188,b,76,b,2.082800
1936,none,503,Be,9,f,4,f,Hf,180,b,72,b,Os,189,f,76,f,0.694900
1937,left,788,Be,9,f,4,f,Ta,180,b,73,f,Os,189,f,76,f,1.356257
1938,left,789,Be,9,f,4,f,Ta,181,f,73,b,Os,190,b,76,b,1.458722
1939,right,431,Be,9,f,4,f,Ta,181,f,73,b,Pt,190,b,78,b,0.201201
1940,none,1277,Be,9,f,4,f,W,183,f,74,f,Pt,192,b,78,b,0.974300
1941,none,1278,Be,9,f,4,f,W,186,b,74,b,Pt,195,f,78,f,1.589100
1942,left,790,Be,9,f,4,f,Re,185,f,75,b,Pt,194,b,78,b,2.231862
1943,left,791,Be,9,f,4,f,Re,187,f,75,b,Pt,196,b,78,b,2.948181
1944,right,432,Be,9,f,4,f,Re,187,f,75,b,Hg,196,b,80,b,2.164790
1945,none,851,Be,9,f,4,f,Os,187,f,76,f,Hg,196,b,80,b,2.164800
1946,left,792,Be,9,f,4,f,Os,188,b,76,b,Au,197,f,79,b,1.494119
1947,none,852,Be,9,f,4,f,Os,189,f,76,f,Hg,198,b,80,b,3.386900
1948,none,853,Be,9,f,4,f,Os,190,b,76,b,Hg,199,f,80,f,2.356700
1949,none,854,Be,9,f,4,f,Os,192,b,76,b,Hg,201,f,80,f,3.056200
1950,left,793,Be,9,f,4,f,Ir,191,f,77,b,Hg,200,b,80,b,4.370572
1951,left,794,Be,9,f,4,f,Ir,193,f,77,b,Hg,202,b,80,b,4.504707
1952,left,795,Be,9,f,4,f,Pt,194,b,78,b,Tl,203,f,81,b,2.482434
1953,none,899,Be,9,f,4,f,Pt,195,f,78,f,Pb,204,b,82,b,3.667300
1954,left,796,Be,9,f,4,f,Pt,196,b,78,b,Tl,205,f,81,b,2.519694
1955,none,900,Be,9,f,4,f,Pt,198,b,78,b,Pb,207,f,82,f,3.556400
1956,left,797,Be,9,f,4,f,Au,197,f,79,b,Pb,206,b,82,b,3.997975
1957,left,798,Be,9,f,4,f,Hg,200,b,80,b,Bi,209,f,83,b,0.105261
1958,none,84,B,10,b,5,f,B,10,b,5,f,Ne,20,b,10,b,31.145400
1959,none,85,B,10,b,5,f,B,11,f,5,b,Ne,21,f,10,f,26.449800
1960,left,799,B,10,b,5,f,C,12,b,6,b,Ne,22,b,10,b,20.077426
1961,none,138,B,10,b,5,f,C,13,f,6,f,Na,23,f,11,b,24.703200
1962,none,716,B,10,b,5,f,N,14,b,7,f,Mg,24,b,12,b,29.003000
1963,none,718,B,10,b,5,f,N,15,f,7,b,Mg,25,f,12,f,25.343200
1964,left,800,B,10,b,5,f,O,16,b,8,b,Mg,26,b,12,b,23.532337
1965,none,832,B,10,b,5,f,O,17,f,8,f,Al,27,f,13,b,28.446000
1966,right,435,B,10,b,5,f,O,18,b,8,b,Si,28,b,14,b,32.762508
1967,none,378,B,10,b,5,f,F,19,f,9,b,Si,29,f,14,f,32.465400
1968,left,801,B,10,b,5,f,Ne,20,b,10,b,Si,30,b,14,b,29.453845
1969,none,770,B,10,b,5,f,Ne,21,f,10,f,P,31,f,15,b,30.762600
1970,right,438,B,10,b,5,f,Ne,22,b,10,b,S,32,b,16,b,30.040683
1971,none,730,B,10,b,5,f,Na,23,f,11,b,S,33,f,16,f,29.110100
1972,left,802,B,10,b,5,f,Mg,24,b,12,b,S,34,b,16,b,28.055673
1973,none,637,B,10,b,5,f,Mg,25,f,12,f,Cl,35,f,17,b,27.874000
1974,right,441,B,10,b,5,f,Mg,26,b,12,b,Ar,36,b,18,b,26.065066
1975,left,803,B,10,b,5,f,Al,27,f,13,b,Cl,37,f,17,b,26.620240
1976,left,804,B,10,b,5,f,Si,28,b,14,b,Ar,38,b,18,b,25.281683
1977,none,1056,B,10,b,5,f,Si,29,f,14,f,K,39,f,19,b,23.954300
1978,left,806,B,10,b,5,f,Si,30,b,14,b,Ar,40,b,18,b,22.650213
1979,none,1058,B,10,b,5,f,Si,30,b,14,b,K,40,b,19,f,21.137500
1980,right,443,B,10,b,5,f,Si,30,b,14,b,Ca,40,b,20,b,22.459252
1981,left,807,B,10,b,5,f,P,31,f,15,b,K,41,f,19,b,23.163466
1982,left,808,B,10,b,5,f,S,32,b,16,b,Ca,42,b,20,b,24.577474
1983,left,810,B,10,b,5,f,S,33,f,16,f,Ca,43,f,20,f,23.864881
1984,left,812,B,10,b,5,f,S,34,b,16,b,Ca,44,b,20,b,23.579844
1985,left,813,B,10,b,5,f,Cl,35,f,17,b,Sc,45,f,21,b,24.102412
1986,none,263,B,10,b,5,f,Cl,37,f,17,b,Ti,47,f,22,f,25.222100
1987,left,814,B,10,b,5,f,Ar,36,b,18,b,Ti,46,b,22,b,25.945839
1988,left,816,B,10,b,5,f,Ar,38,b,18,b,Ti,48,b,22,b,25.817292
1989,left,818,B,10,b,5,f,Ar,40,b,18,b,Ti,50,b,22,b,28.441311
1990,none,34,B,10,b,5,f,Ar,40,b,18,b,V,50,b,23,f,26.229000
1991,right,444,B,10,b,5,f,Ar,40,b,18,b,Cr,50,b,24,b,27.266693
1992,left,820,B,10,b,5,f,K,40,b,19,f,V,50,b,23,f,27.741759
1993,none,544,B,10,b,5,f,K,40,b,19,f,Cr,50,b,24,b,28.779400
1994,left,822,B,10,b,5,f,K,41,f,19,b,V,51,f,23,b,28.686294
1995,left,823,B,10,b,5,f,Ca,40,b,20,b,Cr,50,b,24,b,27.457654
1996,left,824,B,10,b,5,f,Ca,42,b,20,b,Cr,52,b,24,b,28.925688
1997,left,826,B,10,b,5,f,Ca,43,f,20,f,Cr,53,f,24,f,28.939661
1998,left,828,B,10,b,5,f,Ca,44,b,20,b,Cr,54,b,24,b,27.525653
1999,right,446,B,10,b,5,f,Ca,44,b,20,b,Fe,54,b,26,b,26.834480
2000,right,447,B,10,b,5,f,Ca,46,b,20,b,Fe,56,b,26,b,29.524635
2001,right,449,B,10,b,5,f,Ca,48,b,20,b,Fe,58,b,26,b,29.835754
2002,left,829,B,10,b,5,f,Sc,45,f,21,b,Mn,55,f,25,b,28.693746
2003,left,830,B,10,b,5,f,Ti,46,b,22,b,Fe,56,b,26,b,28.540981
2004,left,832,B,10,b,5,f,Ti,47,f,22,f,Fe,57,f,26,f,27.295574
2005,left,834,B,10,b,5,f,Ti,48,b,22,b,Fe,58,b,26,b,25.723212
2006,right,451,B,10,b,5,f,Ti,48,b,22,b,Ni,58,b,28,b,23.795015
2007,none,1203,B,10,b,5,f,Ti,49,f,22,f,Co,59,f,27,b,25.724100
2008,none,1205,B,10,b,5,f,Ti,50,b,22,b,Co,60,b,27,f,22.284100
2009,right,453,B,10,b,5,f,Ti,50,b,22,b,Ni,60,b,28,b,25.100038
2010,left,835,B,10,b,5,f,V,50,b,23,f,Co,60,b,27,f,24.496434
2011,none,1257,B,10,b,5,f,V,50,b,23,f,Ni,60,b,28,b,27.312300
2012,none,1259,B,10,b,5,f,V,51,f,23,b,Ni,61,f,28,f,24.095900
2013,left,836,B,10,b,5,f,Cr,50,b,24,b,Ni,60,b,28,b,26.274656
2014,left,838,B,10,b,5,f,Cr,52,b,24,b,Ni,62,b,28,b,23.387956
2015,none,307,B,10,b,5,f,Cr,53,f,24,f,Cu,63,f,29,b,22.351200
2016,left,840,B,10,b,5,f,Cr,54,b,24,b,Ni,64,b,28,b,22.224520
2017,right,456,B,10,b,5,f,Cr,54,b,24,b,Zn,64,b,30,b,21.119764
2018,left,841,B,10,b,5,f,Mn,55,f,25,b,Cu,65,f,29,b,21.617186
2019,left,842,B,10,b,5,f,Fe,54,b,26,b,Zn,64,b,30,b,21.810936
2020,left,843,B,10,b,5,f,Fe,56,b,26,b,Zn,66,b,30,b,20.327998
2021,left,845,B,10,b,5,f,Fe,57,f,26,f,Zn,67,f,30,f,19.732773
2022,left,847,B,10,b,5,f,Fe,58,b,26,b,Zn,68,b,30,b,19.883675
2023,left,848,B,10,b,5,f,Co,59,f,27,b,Ga,69,f,31,b,19.046262
2024,none,290,B,10,b,5,f,Co,60,b,27,f,Ge,70,b,32,b,20.835700
2025,left,850,B,10,b,5,f,Ni,60,b,28,b,Ge,70,b,32,b,18.019755
2026,left,852,B,10,b,5,f,Ni,62,b,28,b,Ge,72,b,32,b,17.886552
2027,left,854,B,10,b,5,f,Ni,64,b,28,b,Ge,74,b,32,b,18.395147
2028,right,457,B,10,b,5,f,Ni,64,b,28,b,Se,74,b,34,b,17.184201
2029,left,855,B,10,b,5,f,Cu,65,f,29,b,As,75,f,33,b,17.833457
2030,left,856,B,10,b,5,f,Zn,64,b,30,b,Se,74,b,34,b,18.288957
2031,left,857,B,10,b,5,f,Zn,66,b,30,b,Se,76,b,34,b,18.404462
2032,left,859,B,10,b,5,f,Zn,67,f,30,f,Se,77,f,34,f,18.773334
2033,left,861,B,10,b,5,f,Zn,68,b,30,b,Se,78,b,34,b,19.054645
2034,right,459,B,10,b,5,f,Zn,68,b,30,b,Kr,78,b,36,b,16.241529
2035,left,862,B,10,b,5,f,Zn,70,b,30,b,Se,80,b,34,b,20.283286
2036,right,460,B,10,b,5,f,Zn,70,b,30,b,Kr,80,b,36,b,20.403445
2037,left,863,B,10,b,5,f,Ga,69,f,31,b,Br,79,f,35,b,18.884182
2038,left,864,B,10,b,5,f,Ga,71,f,31,b,Br,81,f,35,b,19.966578
2039,left,865,B,10,b,5,f,Ge,70,b,32,b,Kr,80,b,36,b,19.498968
2040,left,866,B,10,b,5,f,Ge,72,b,32,b,Kr,82,b,36,b,20.062522
2041,left,868,B,10,b,5,f,Ge,73,f,32,f,Kr,83,f,36,f,20.649363
2042,left,870,B,10,b,5,f,Ge,74,b,32,b,Kr,84,b,36,b,21.037796
2043,right,462,B,10,b,5,f,Ge,74,b,32,b,Sr,84,b,38,b,19.294035
2044,left,871,B,10,b,5,f,Ge,76,b,32,b,Kr,86,b,36,b,22.059645
2045,right,463,B,10,b,5,f,Ge,76,b,32,b,Sr,86,b,38,b,23.323679
2046,left,872,B,10,b,5,f,As,75,f,33,b,Rb,85,f,37,b,21.246451
2047,left,873,B,10,b,5,f,Se,74,b,34,b,Sr,84,b,38,b,20.504982
2048,left,874,B,10,b,5,f,Se,76,b,34,b,Sr,86,b,38,b,21.338669
2049,left,876,B,10,b,5,f,Se,77,f,34,f,Sr,87,f,38,f,22.340025
2050,left,878,B,10,b,5,f,Se,78,b,34,b,Sr,88,b,38,b,22.986482
2051,left,879,B,10,b,5,f,Se,80,b,34,b,Sr,90,b,38,b,20.605583
2052,right,465,B,10,b,5,f,Se,80,b,34,b,Zr,90,b,40,b,23.409376
2053,left,880,B,10,b,5,f,Br,79,f,35,b,Y,89,f,39,b,24.085645
2054,none,116,B,10,b,5,f,Br,81,f,35,b,Zr,91,f,40,f,22.386600
2055,left,881,B,10,b,5,f,Kr,80,b,36,b,Zr,90,b,40,b,23.289217
2056,left,883,B,10,b,5,f,Kr,82,b,36,b,Zr,92,b,40,b,20.336381
2057,right,467,B,10,b,5,f,Kr,82,b,36,b,Mo,92,b,42,b,18.752837
2058,none,570,B,10,b,5,f,Kr,83,f,36,f,Nb,93,f,41,b,19.608000
2059,left,885,B,10,b,5,f,Kr,84,b,36,b,Zr,94,b,40,b,17.049139
2060,right,469,B,10,b,5,f,Kr,84,b,36,b,Mo,94,b,42,b,18.353226
2061,left,886,B,10,b,5,f,Kr,86,b,36,b,Zr,96,b,40,b,14.304025
2062,right,471,B,10,b,5,f,Kr,86,b,36,b,Mo,96,b,42,b,17.703975
2063,none,908,B,10,b,5,f,Rb,85,f,37,b,Mo,95,f,42,f,17.632300
2064,none,910,B,10,b,5,f,Rb,87,f,37,b,Mo,97,f,42,f,15.247600
2065,left,887,B,10,b,5,f,Sr,84,b,38,b,Mo,94,b,42,b,20.096987
2066,left,889,B,10,b,5,f,Sr,86,b,38,b,Mo,96,b,42,b,16.439941
2067,right,473,B,10,b,5,f,Sr,86,b,38,b,Ru,96,b,44,b,13.598880
2068,left,891,B,10,b,5,f,Sr,87,f,38,f,Mo,97,f,42,f,14.977496
2069,left,893,B,10,b,5,f,Sr,88,b,38,b,Mo,98,b,42,b,12.145754
2070,right,475,B,10,b,5,f,Sr,88,b,38,b,Ru,98,b,44,b,12.155065
2071,left,894,B,10,b,5,f,Sr,90,b,38,b,Mo,100,b,42,b,11.829046
2072,right,477,B,10,b,5,f,Sr,90,b,38,b,Ru,100,b,44,b,16.067340
2073,none,1305,B,10,b,5,f,Y,89,f,39,b,Ru,99,f,44,f,11.447100
2074,left,895,B,10,b,5,f,Zr,90,b,40,b,Ru,100,b,44,b,13.263546
2075,left,897,B,10,b,5,f,Zr,91,f,40,f,Ru,101,f,44,f,13.105192
2076,left,899,B,10,b,5,f,Zr,92,b,40,b,Ru,102,b,44,b,12.863004
2077,right,480,B,10,b,5,f,Zr,92,b,40,b,Pd,102,b,46,b,11.726577
2078,left,900,B,10,b,5,f,Zr,94,b,40,b,Ru,104,b,44,b,12.620816
2079,right,481,B,10,b,5,f,Zr,94,b,40,b,Pd,104,b,46,b,14.455855
2080,right,483,B,10,b,5,f,Zr,96,b,40,b,Pd,106,b,46,b,16.710071
2081,left,901,B,10,b,5,f,Nb,93,f,41,b,Rh,103,f,45,b,13.189027
2082,left,902,B,10,b,5,f,Mo,92,b,42,b,Pd,102,b,46,b,13.310121
2083,left,903,B,10,b,5,f,Mo,94,b,42,b,Pd,104,b,46,b,13.151767
2084,left,905,B,10,b,5,f,Mo,95,f,42,f,Pd,105,f,46,f,13.058618
2085,left,907,B,10,b,5,f,Mo,96,b,42,b,Pd,106,b,46,b,13.310121
2086,right,485,B,10,b,5,f,Mo,96,b,42,b,Cd,106,b,48,b,10.748508
2087,none,690,B,10,b,5,f,Mo,97,f,42,f,Ag,107,f,47,b,12.779200
2088,left,909,B,10,b,5,f,Mo,98,b,42,b,Pd,108,b,46,b,13.533680
2089,right,487,B,10,b,5,f,Mo,98,b,42,b,Cd,108,b,48,b,13.459156
2090,left,910,B,10,b,5,f,Mo,100,b,42,b,Pd,110,b,46,b,14.912291
2091,right,488,B,10,b,5,f,Mo,100,b,42,b,Cd,110,b,48,b,16.337473
2092,left,911,B,10,b,5,f,Ru,96,b,44,b,Cd,106,b,48,b,13.589569
2093,left,912,B,10,b,5,f,Ru,98,b,44,b,Cd,108,b,48,b,13.449845
2094,left,914,B,10,b,5,f,Ru,100,b,44,b,Cd,110,b,48,b,12.099179
2095,left,916,B,10,b,5,f,Ru,101,f,44,f,Cd,111,f,48,f,11.689321
2096,left,918,B,10,b,5,f,Ru,102,b,44,b,Cd,112,b,48,b,12.872319
2097,right,491,B,10,b,5,f,Ru,102,b,44,b,Sn,112,b,50,b,10.916177
2098,left,920,B,10,b,5,f,Ru,104,b,44,b,Cd,114,b,48,b,13.878333
2099,right,492,B,10,b,5,f,Ru,104,b,44,b,Sn,114,b,50,b,11.652058
2100,left,921,B,10,b,5,f,Rh,103,f,45,b,In,113,f,49,b,12.536981
2101,left,922,B,10,b,5,f,Pd,102,b,46,b,Sn,112,b,50,b,12.052604
2102,left,923,B,10,b,5,f,Pd,104,b,46,b,Sn,114,b,50,b,9.817018
2103,left,925,B,10,b,5,f,Pd,105,f,46,f,Sn,115,f,50,f,13.086563
2104,left,927,B,10,b,5,f,Pd,106,b,46,b,Sn,116,b,50,b,13.067933
2105,left,929,B,10,b,5,f,Pd,108,b,46,b,Sn,118,b,50,b,14.036687
2106,left,931,B,10,b,5,f,Pd,110,b,46,b,Sn,120,b,50,b,14.260245
2107,right,494,B,10,b,5,f,Pd,110,b,46,b,Te,120,b,52,b,12.043285
2108,left,932,B,10,b,5,f,Cd,110,b,48,b,Te,120,b,52,b,10.618103
2109,left,934,B,10,b,5,f,Cd,112,b,48,b,Te,122,b,52,b,11.903565
2110,left,936,B,10,b,5,f,Cd,113,f,48,f,Te,123,f,52,f,12.453147
2111,left,938,B,10,b,5,f,Cd,114,b,48,b,Te,124,b,52,b,12.807114
2112,right,496,B,10,b,5,f,Cd,114,b,48,b,Xe,124,b,54,b,9.677290
2113,left,940,B,10,b,5,f,Cd,116,b,48,b,Te,126,b,52,b,13.699486
2114,right,497,B,10,b,5,f,Cd,116,b,48,b,Xe,126,b,54,b,12.835987
2115,left,941,B,10,b,5,f,Sn,114,b,50,b,Xe,124,b,54,b,11.903565
2116,left,943,B,10,b,5,f,Sn,116,b,50,b,Xe,126,b,54,b,10.134658
2117,left,945,B,10,b,5,f,Sn,118,b,50,b,Xe,128,b,54,b,10.424352
2118,left,947,B,10,b,5,f,Sn,119,f,50,f,Xe,129,f,54,f,10.754101
2119,left,949,B,10,b,5,f,Sn,120,b,50,b,Xe,130,b,54,b,10.767142
2120,right,499,B,10,b,5,f,Sn,120,b,50,b,Ba,130,b,56,b,8.261419
2121,left,951,B,10,b,5,f,Sn,122,b,50,b,Xe,132,b,54,b,11.352121
