id,E,A,nBorF,Z,aBorF,E1,A1,nBorF1,Z1,aBorF1,E2,A2,nBorF2,Z2,aBorF2,MeV
661,Hf,174,b,72,b,O,17,f,8,f,Gd,157,f,64,f,16.0087
662,Hf,174,b,72,b,O,16,b,8,b,Gd,158,b,64,b,19.7896
663,Hf,176,b,72,b,O,18,b,8,b,Gd,158,b,64,b,17.1302
664,Hf,176,b,72,b,O,16,b,8,b,Gd,160,b,64,b,18.2713
665,Hf,177,f,72,f,O,17,f,8,f,Gd,160,b,64,b,16.0459
666,Hf,178,b,72,b,O,18,b,8,b,Gd,160,b,64,b,16.3850
667,Hf,174,b,72,b,Ne,22,b,10,b,Sm,152,b,62,b,27.3720
668,Hf,174,b,72,b,Ne,20,b,10,b,Sm,154,b,62,b,24.0400
669,Hf,176,b,72,b,Ne,22,b,10,b,Sm,154,b,62,b,26.3194
670,Hf,174,b,72,b,Mg,26,b,12,b,Nd,148,b,60,b,38.3673
671,Hf,174,b,72,b,Mg,24,b,12,b,Nd,150,b,60,b,32.1412
672,Hf,176,b,72,b,Mg,26,b,12,b,Nd,150,b,60,b,35.7219
673,Hf,174,b,72,b,Cl,37,f,17,b,Cs,137,f,55,b,62.9168
674,Hf,174,b,72,b,Ar,40,b,18,b,Xe,134,b,54,b,67.5128
675,Hf,174,b,72,b,Ar,38,b,18,b,Xe,136,b,54,b,65.4971
676,Hf,176,b,72,b,Ar,40,b,18,b,Xe,136,b,54,b,67.1095
677,Hf,174,b,72,b,Ca,48,b,20,b,Te,126,b,52,b,78.8556
678,Hf,174,b,72,b,Ca,46,b,20,b,Te,128,b,52,b,76.2530
679,Hf,176,b,72,b,Ca,48,b,20,b,Te,128,b,52,b,78.7830
680,Hf,174,b,72,b,Ca,44,b,20,b,Te,130,b,52,b,72.7217
681,Hf,176,b,72,b,Ca,46,b,20,b,Te,130,b,52,b,75.6941
682,Hf,178,b,72,b,Ca,48,b,20,b,Te,130,b,52,b,78.9972
683,Hf,174,b,72,b,Ti,50,b,22,b,Sn,124,b,50,b,84.0487
684,Ta,180,b,73,f,He,4,b,2,b,Lu,176,b,71,f,2.0279
685,Ta,181,f,73,b,B,11,f,5,b,Er,170,b,68,b,2.9482
686,W,180,b,74,b,He,4,b,2,b,Hf,176,b,72,b,2.5402
687,W,182,b,74,b,He,4,b,2,b,Hf,178,b,72,b,1.6739
688,W,183,f,74,f,He,4,b,2,b,Hf,179,f,72,f,1.5528
689,W,184,b,74,b,He,4,b,2,b,Hf,180,b,72,b,1.4690
690,W,180,b,74,b,B,11,f,5,b,Tm,169,f,69,b,3.0972
691,W,180,b,74,b,C,13,f,6,f,Er,167,f,68,f,10.7830
692,W,180,b,74,b,C,12,b,6,b,Er,168,b,68,b,13.5998
693,W,182,b,74,b,C,12,b,6,b,Er,170,b,68,b,11.8859
694,W,183,f,74,f,C,13,f,6,f,Er,170,b,68,b,10.6433
695,W,180,b,74,b,N,15,f,7,b,Ho,165,f,67,b,15.4367
696,W,180,b,74,b,O,18,b,8,b,Dy,162,b,66,b,19.8874
697,W,180,b,74,b,O,17,f,8,f,Dy,163,f,66,f,18.1418
698,W,180,b,74,b,O,16,b,8,b,Dy,164,b,66,b,21.6433
699,W,182,b,74,b,O,18,b,8,b,Dy,164,b,66,b,18.8907
700,W,180,b,74,b,Ne,22,b,10,b,Gd,158,b,64,b,29.3374
701,W,180,b,74,b,Ne,20,b,10,b,Gd,160,b,64,b,25.5397
702,W,182,b,74,b,Ne,22,b,10,b,Gd,160,b,64,b,27.7259
703,W,180,b,74,b,Mg,26,b,12,b,Sm,154,b,62,b,39.4758
704,W,180,b,74,b,Si,30,b,14,b,Nd,150,b,60,b,48.9118
705,W,180,b,74,b,Ca,48,b,20,b,Xe,132,b,54,b,84.2583
706,W,180,b,74,b,Ca,46,b,20,b,Xe,134,b,54,b,81.8718
707,W,182,b,74,b,Ca,48,b,20,b,Xe,134,b,54,b,84.3086
708,W,180,b,74,b,Ca,44,b,20,b,Xe,136,b,54,b,78.4961
709,W,182,b,74,b,Ca,46,b,20,b,Xe,136,b,54,b,81.3753
710,W,184,b,74,b,Ca,48,b,20,b,Xe,136,b,54,b,85.1441
711,W,180,b,74,b,Ti,50,b,22,b,Te,130,b,52,b,88.9484
712,Re,185,f,75,b,He,4,b,2,b,Ta,181,f,73,b,2.2701
713,Re,185,f,75,b,B,11,f,5,b,Yb,174,b,70,b,4.3734
714,Re,187,f,75,b,B,11,f,5,b,Yb,176,b,70,b,3.6468
715,Re,185,f,75,b,N,15,f,7,b,Er,170,b,68,b,16.2099
716,Re,185,f,75,b,Ca,48,b,20,b,Cs,137,f,55,b,87.4086
717,Os,184,b,76,b,He,4,b,2,b,W,180,b,74,b,2.7731
718,Os,186,b,76,b,He,4,b,2,b,W,182,b,74,b,2.8569
719,Os,187,f,76,f,He,4,b,2,b,W,183,f,74,f,2.8569
720,Os,188,b,76,b,He,4,b,2,b,W,184,b,74,b,2.2142
721,Os,190,b,76,b,He,4,b,2,b,W,186,b,74,b,1.5435
722,Os,186,b,76,b,B,11,f,5,b,Lu,175,f,71,b,3.4884
723,Os,187,f,76,f,B,11,f,5,b,Lu,176,b,71,f,3.6468
724,Os,184,b,76,b,C,13,f,6,f,Yb,171,f,70,f,11.8542
725,Os,184,b,76,b,C,12,b,6,b,Yb,172,b,70,b,14.9039
726,Os,186,b,76,b,C,13,f,6,f,Yb,173,f,70,f,11.4443
727,Os,186,b,76,b,C,12,b,6,b,Yb,174,b,70,b,13.8979
728,Os,187,f,76,f,C,13,f,6,f,Yb,174,b,70,b,12.6553
729,Os,188,b,76,b,C,12,b,6,b,Yb,176,b,70,b,12.3237
730,Os,189,f,76,f,C,13,f,6,f,Yb,176,b,70,b,11.3232
731,Os,184,b,76,b,N,15,f,7,b,Tm,169,f,69,b,16.8619
732,Os,184,b,76,b,O,18,b,8,b,Er,166,b,68,b,21.4244
733,Os,184,b,76,b,O,17,f,8,f,Er,167,f,68,f,19.9116
734,Os,184,b,76,b,O,16,b,8,b,Er,168,b,68,b,23.5342
735,Os,186,b,76,b,O,18,b,8,b,Er,168,b,68,b,20.8655
736,Os,186,b,76,b,O,16,b,8,b,Er,170,b,68,b,21.9041
737,Os,187,f,76,f,O,17,f,8,f,Er,170,b,68,b,19.8557
738,Os,188,b,76,b,O,18,b,8,b,Er,170,b,68,b,19.8408
739,Os,184,b,76,b,F,19,f,9,b,Ho,165,f,67,b,22.2208
740,Os,184,b,76,b,Ne,22,b,10,b,Dy,162,b,66,b,32.3275
741,Os,184,b,76,b,Ne,21,f,10,f,Dy,163,f,66,f,28.2625
742,Os,184,b,76,b,Ne,20,b,10,b,Dy,164,b,66,b,29.1446
743,Os,186,b,76,b,Ne,22,b,10,b,Dy,164,b,66,b,31.4146
744,Os,184,b,76,b,Mg,26,b,12,b,Gd,158,b,64,b,42.7267
745,Os,184,b,76,b,Mg,24,b,12,b,Gd,160,b,64,b,37.6277
746,Os,186,b,76,b,Mg,26,b,12,b,Gd,160,b,64,b,41.1991
747,Os,184,b,76,b,Si,30,b,14,b,Sm,154,b,62,b,52.8986
748,Os,184,b,76,b,S,34,b,16,b,Nd,150,b,60,b,59.6016
749,Os,184,b,76,b,Ca,48,b,20,b,Ba,136,b,56,b,89.2716
750,Os,184,b,76,b,Ca,46,b,20,b,Ba,138,b,56,b,87.4310
751,Os,186,b,76,b,Ca,48,b,20,b,Ba,138,b,56,b,89.9516
752,Os,184,b,76,b,Ti,50,b,22,b,Xe,134,b,54,b,95.3589
753,Os,184,b,76,b,Ti,48,b,22,b,Xe,136,b,54,b,90.7191
754,Os,186,b,76,b,Ti,50,b,22,b,Xe,136,b,54,b,94.9463
755,Os,184,b,76,b,Cr,54,b,24,b,Te,130,b,52,b,99.6522
756,Ir,191,f,77,b,He,4,b,2,b,Re,187,f,75,b,2.1303
757,Ir,191,f,77,b,B,11,f,5,b,Hf,180,b,72,b,4.4106
758,Ir,191,f,77,b,N,15,f,7,b,Yb,176,b,70,b,16.7688
759,Pt,190,b,78,b,He,4,b,2,b,Os,186,b,76,b,3.1736
760,Pt,192,b,78,b,He,4,b,2,b,Os,188,b,76,b,2.6613
761,Pt,194,b,78,b,He,4,b,2,b,Os,190,b,76,b,1.4969
762,Pt,196,b,78,b,He,4,b,2,b,Os,192,b,76,b,0.9017
763,Pt,192,b,78,b,B,11,f,5,b,Ta,181,f,73,b,3.8610
764,Pt,190,b,78,b,C,13,f,6,f,Hf,177,f,72,f,12.2175
765,Pt,190,b,78,b,C,12,b,6,b,Hf,178,b,72,b,14.9784
766,Pt,192,b,78,b,C,13,f,6,f,Hf,179,f,72,f,11.2301
767,Pt,192,b,78,b,C,12,b,6,b,Hf,180,b,72,b,13.6184
768,Pt,190,b,78,b,N,15,f,7,b,Lu,175,f,71,b,17.6537
769,Pt,190,b,78,b,N,14,b,7,f,Lu,176,b,71,f,13.0111
770,Pt,190,b,78,b,O,18,b,8,b,Yb,172,b,70,b,22.5701
771,Pt,190,b,78,b,O,17,f,8,f,Yb,173,f,70,f,20.9735
772,Pt,190,b,78,b,O,16,b,8,b,Yb,174,b,70,b,24.2328
773,Pt,192,b,78,b,O,18,b,8,b,Yb,174,b,70,b,21.6572
774,Pt,192,b,78,b,O,16,b,8,b,Yb,176,b,70,b,22.1463
775,Pt,194,b,78,b,O,18,b,8,b,Yb,176,b,70,b,19.4775
776,Pt,190,b,78,b,Ne,22,b,10,b,Er,168,b,68,b,33.7061
777,Pt,190,b,78,b,Ne,20,b,10,b,Er,170,b,68,b,29.8059
778,Pt,192,b,78,b,Ne,22,b,10,b,Er,170,b,68,b,32.1691
779,Pt,190,b,78,b,Mg,26,b,12,b,Dy,164,b,66,b,45.2045
780,Pt,190,b,78,b,Si,30,b,14,b,Gd,160,b,64,b,55.0224
781,Pt,190,b,78,b,Ar,40,b,18,b,Nd,150,b,60,b,71.5909
782,Pt,190,b,78,b,Ca,48,b,20,b,Ce,142,b,58,b,91.7959
783,Pt,190,b,78,b,Cr,54,b,24,b,Xe,136,b,54,b,106.0506
784,Pt,190,b,78,b,Cr,54,b,24,b,Xe,136,b,54,b,106.0506
785,Au,197,f,79,b,He,4,b,2,b,Ir,193,f,77,b,0.6232
786,Au,197,f,79,b,B,11,f,5,b,W,186,b,74,b,2.7079
787,Hg,196,b,80,b,He,4,b,2,b,Pt,192,b,78,b,1.6664
788,Hg,198,b,80,b,He,4,b,2,b,Pt,194,b,78,b,1.2920
789,Hg,199,f,80,f,He,4,b,2,b,Pt,195,f,78,f,0.7759
790,Hg,200,b,80,b,He,4,b,2,b,Pt,196,b,78,b,0.7079
791,Hg,202,b,80,b,He,4,b,2,b,Pt,198,b,78,b,0.4630
792,Hg,196,b,80,b,B,11,f,5,b,Re,185,f,75,b,3.2574
793,Hg,198,b,80,b,B,11,f,5,b,Re,187,f,75,b,1.4298
794,Hg,196,b,80,b,C,13,f,6,f,W,183,f,74,f,11.3437
795,Hg,196,b,80,b,C,12,b,6,b,W,184,b,74,b,13.8159
796,Hg,198,b,80,b,C,12,b,6,b,W,186,b,74,b,11.6064
797,Hg,199,f,80,f,C,13,f,6,f,W,186,b,74,b,9.8384
798,Hg,196,b,80,b,N,15,f,7,b,Ta,181,f,73,b,16.5191
799,Hg,196,b,80,b,O,18,b,8,b,Hf,178,b,72,b,21.2306
800,Hg,196,b,80,b,O,17,f,8,f,Hf,179,f,72,f,19.2521
801,Hg,196,b,80,b,O,16,b,8,b,Hf,180,b,72,b,22.4462
802,Hg,198,b,80,b,O,18,b,8,b,Hf,180,b,72,b,19.4030
803,Hg,196,b,80,b,Ne,22,b,10,b,Yb,174,b,70,b,32.9907
804,Hg,196,b,80,b,Ne,20,b,10,b,Yb,176,b,70,b,28.5410
805,Hg,198,b,80,b,Ne,22,b,10,b,Yb,176,b,70,b,30.4366
806,Hg,196,b,80,b,Mg,26,b,12,b,Er,170,b,68,b,44.4518
807,Hg,196,b,80,b,Ca,48,b,20,b,Nd,148,b,60,b,90.3354
808,Hg,196,b,80,b,Ca,46,b,20,b,Nd,150,b,60,b,85.1600
809,Hg,198,b,80,b,Ca,48,b,20,b,Nd,150,b,60,b,87.3061
810,Tl,203,f,81,b,B,11,f,5,b,Os,192,b,76,b,1.5053
811,Pb,204,b,82,b,He,4,b,2,b,Hg,200,b,80,b,1.9766
812,Pb,206,b,82,b,He,4,b,2,b,Hg,202,b,80,b,1.1299
813,Pb,208,b,82,b,He,4,b,2,b,Hg,204,b,80,b,0.5207
814,Pb,204,b,82,b,B,11,f,5,b,Ir,193,f,77,b,0.4508
815,Pb,204,b,82,b,C,12,b,6,b,Os,192,b,76,b,10.8603
816,Pb,204,b,82,b,O,18,b,8,b,W,186,b,74,b,18.2284
817,Bi,209,f,83,b,He,4,b,2,b,Tl,205,f,81,b,3.1224
818,Bi,209,f,83,b,B,11,f,5,b,Pt,198,b,78,b,3.3366
