E1,A1,Z1,E2,A2,Z2,E,A,Z,MeV
B,11.0,5.0,Y,89.0,39.0,Ru,100.0,44.0,10.912453381504747
N,15.0,7.0,Y,89.0,39.0,Pd,104.0,46.0,1.8424953298090259
D,2.0,1.0,Yb,173.0,70.0,Lu,175.0,71.0,10.723360079195118
Н,1.0,1.0,Yb,174.0,70.0,Lu,175.0,71.0,5.547047365485923
D,2.0,1.0,Yb,174.0,70.0,Lu,176.0,71.0,9.670771746197715
He,3.0,2.0,Yb,171.0,70.0,Hf,174.0,72.0,11.410802724974928
He,3.0,2.0,Yb,173.0,70.0,Hf,176.0,72.0,11.811345187976258
He,3.0,2.0,Yb,174.0,70.0,Hf,177.0,72.0,10.777386736997869
He,3.0,2.0,Yb,176.0,70.0,Hf,179.0,72.0,11.876549774984596
Li,7.0,3.0,Yb,173.0,70.0,Ta,180.0,73.0,6.32018746851827
Li,6.0,3.0,Yb,174.0,70.0,Ta,180.0,73.0,6.172079906595172
Li,7.0,3.0,Yb,174.0,70.0,Ta,181.0,73.0,6.562375934503507
Be,9.0,4.0,Yb,171.0,70.0,W,180.0,74.0,1.570499052584637
Be,9.0,4.0,Yb,173.0,70.0,W,182.0,74.0,2.0641909255937207
Be,9.0,4.0,Yb,174.0,70.0,W,183.0,74.0,0.8532485955802258
D,2.0,1.0,Zn,67.0,30.0,Ga,69.0,31.0,14.502431642904412
Н,1.0,1.0,Zn,68.0,30.0,Ga,69.0,31.0,6.527910652803257
Н,1.0,1.0,Zn,70.0,30.0,Ga,71.0,31.0,7.762140335296863
Не,4.0,2.0,Zn,66.0,30.0,Ge,70.0,32.0,3.981205783391488
He,3.0,2.0,Zn,67.0,30.0,Ge,70.0,32.0,17.513952068198705
Не,4.0,2.0,Zn,68.0,30.0,Ge,72.0,32.0,5.017027222609613
He,3.0,2.0,Zn,70.0,30.0,Ge,73.0,32.0,16.783660693792626
Не,4.0,2.0,Zn,70.0,30.0,Ge,74.0,32.0,6.3350913741014665
Li,7.0,3.0,Zn,68.0,30.0,As,75.0,33.0,17.968521188988234
Be,9.0,4.0,Zn,67.0,30.0,Se,76.0,34.0,18.72862037460436
Be,9.0,4.0,Zn,68.0,30.0,Se,77.0,34.0,15.944384509697556
B,11.0,5.0,Zn,68.0,30.0,Br,79.0,35.0,14.738099650203367
B,11.0,5.0,Zn,70.0,30.0,Br,81.0,35.0,17.05472547688987
C,12.0,6.0,Zn,66.0,30.0,Kr,78.0,36.0,5.290886488000979
C,13.0,6.0,Zn,67.0,30.0,Kr,80.0,36.0,13.152696691991878
C,12.0,6.0,Zn,68.0,30.0,Kr,80.0,36.0,7.900932956195902
C,12.0,6.0,Zn,70.0,30.0,Kr,82.0,36.0,11.052177496501827
C,13.0,6.0,Zn,70.0,30.0,Kr,83.0,36.0,13.572800531095709
N,15.0,7.0,Zn,70.0,30.0,Rb,85.0,37.0,12.804317898597219
O,18.0,8.0,Zn,66.0,30.0,Sr,84.0,38.0,11.021438191193738
O,17.0,8.0,Zn,67.0,30.0,Sr,84.0,38.0,12.022794348697062
O,16.0,8.0,Zn,68.0,30.0,Sr,84.0,38.0,5.965288216393674
O,18.0,8.0,Zn,68.0,30.0,Sr,86.0,38.0,13.753510386508424
O,16.0,8.0,Zn,70.0,30.0,Sr,86.0,38.0,10.249229582303087
O,17.0,8.0,Zn,70.0,30.0,Sr,87.0,38.0,14.523856007188442
O,18.0,8.0,Zn,70.0,30.0,Sr,88.0,38.0,17.603375501799746
F,19.0,9.0,Zn,70.0,30.0,Y,89.0,39.0,17.06776639430609
Ne,22.0,10.0,Zn,68.0,30.0,Zr,90.0,40.0,11.11272461299086
Ne,20.0,10.0,Zn,70.0,30.0,Zr,90.0,40.0,12.547225526999682
Ne,21.0,10.0,Zn,70.0,30.0,Zr,91.0,40.0,12.991548212710768
Ne,22.0,10.0,Zn,70.0,30.0,Zr,92.0,40.0,11.311132856295444
Na,23.0,11.0,Zn,70.0,30.0,Nb,93.0,41.0,8.477527804105193
Mg,26.0,12.0,Zn,66.0,30.0,Mo,92.0,42.0,2.188079640895012
Mg,25.0,12.0,Zn,67.0,30.0,Mo,92.0,42.0,6.240078975897632
Mg,24.0,12.0,Zn,68.0,30.0,Mo,92.0,42.0,3.372008641992579
Mg,26.0,12.0,Zn,68.0,30.0,Mo,94.0,42.0,2.5299379755888367
Mg,24.0,12.0,Zn,70.0,30.0,Mo,94.0,42.0,5.265736147295684
Mg,25.0,12.0,Zn,70.0,30.0,Mo,95.0,42.0,5.093409738794435
Mg,26.0,12.0,Zn,70.0,30.0,Mo,96.0,42.0,3.156833504908718
D,2.0,1.0,Zr,91.0,40.0,Nb,93.0,41.0,12.41867934120819
Н,1.0,1.0,Zr,92.0,40.0,Nb,93.0,41.0,5.956904769511311
Не,4.0,2.0,Zr,90.0,40.0,Mo,94.0,42.0,2.033451620300184
He,3.0,2.0,Zr,91.0,40.0,Mo,94.0,42.0,15.406912413993268
Не,4.0,2.0,Zr,91.0,40.0,Mo,95.0,42.0,1.9868769152963068
He,3.0,2.0,Zr,92.0,40.0,Mo,95.0,42.0,13.879262090005795
Не,4.0,2.0,Zr,92.0,40.0,Mo,96.0,42.0,2.4619389063154813
He,3.0,2.0,Zr,94.0,40.0,Mo,97.0,42.0,15.295133122010157
Не,4.0,2.0,Zr,94.0,40.0,Mo,98.0,42.0,3.011520425294293
Не,4.0,2.0,Zr,96.0,40.0,Mo,100.0,42.0,3.011520425294293
Be,9.0,4.0,Zr,90.0,40.0,Ru,99.0,44.0,9.711757486598799
Be,9.0,4.0,Zr,91.0,40.0,Ru,100.0,44.0,13.428418945593876
Be,9.0,4.0,Zr,92.0,40.0,Ru,101.0,44.0,11.788989329594187
B,11.0,5.0,Zr,92.0,40.0,Rh,103.0,45.0,8.471938839516952
C,13.0,6.0,Zr,91.0,40.0,Pd,104.0,46.0,4.698456240395899
C,12.0,6.0,Zr,92.0,40.0,Pd,104.0,46.0,0.9594389230041998
C,13.0,6.0,Zr,92.0,40.0,Pd,105.0,46.0,3.077656506400672
C,12.0,6.0,Zr,94.0,40.0,Pd,106.0,46.0,2.7385926540009677
C,12.0,6.0,Zr,96.0,40.0,Pd,108.0,46.0,3.9867947479942814
N,15.0,7.0,Zr,94.0,40.0,Ag,109.0,47.0,1.4419528668076964
O,17.0,8.0,Zr,91.0,40.0,Cd,108.0,48.0,0.3576937344041653
O,18.0,8.0,Zr,92.0,40.0,Cd,110.0,48.0,0.7265653979993658
O,17.0,8.0,Zr,94.0,40.0,Cd,111.0,48.0,0.7116614924016176
O,18.0,8.0,Zr,94.0,40.0,Cd,112.0,48.0,2.291475486010313
O,16.0,8.0,Zr,96.0,40.0,Cd,112.0,48.0,0.25616087749949656
O,17.0,8.0,Zr,96.0,40.0,Cd,113.0,48.0,2.5373899284022627
O,18.0,8.0,Zr,96.0,40.0,Cd,114.0,48.0,3.530362639008672
F,19.0,9.0,Zr,94.0,40.0,In,113.0,49.0,0.2468459365045419
F,19.0,9.0,Zr,96.0,40.0,In,115.0,49.0,2.361337543494301
D,2.0,1.0,Не,4.0,2.0,Li,6.0,3.0,1.4708291838987861
